,fiber_100g,proteins_100g,vitamin-a_100g,vitamin-c_100g,fat_100g,carbohydrates_100g,sugars_100g,sodium_100g
35782,9.0,7.0,5e-05,0.005,31.0,51.0,45.0,0.022
35783,2.5,6.5,3.75e-05,0.000715,42.0,46.0,46.0,0.11
35784,0.9,7.9,8.075e-05,0.00376155,37.0,48.0,15.4,0.885826771653543
35785,1.2,9.1,8.075e-05,0.00375,38.5,46.8,15.6,0.688976377952756
35786,1.0,11.3,0.0,0.00075,42.3,40.5,13.3,0.799212598425197
35787,1.5,8.0,0.00010175,0.002175,11.95,11.774999999999999,2.5,0.349606299212598
35788,3.1,8.4,0.00037745,0.017324999999999997,15.9,8.3,1.0,0.480314960629921
35789,0.0,17.0,0.00026504999999999996,0.00025,26.0,0.0,0.0,0.59
35790,0.5,6.0,6.75e-05,0.0,25.0,3.0,3.0,0.47244094488189
35791,3.7,7.5,0.000113,0.0,15.9,68.5,22.8,0.295275590551181
35792,6.2,8.2,2.875e-05,0.00055,14.6,66.8,17.6,0.334
35793,5.7,8.1,4.85e-05,0.0,17.2,65.4,26.8,0.286614173228346
35794,0.5,5.5,6.75e-05,0.0,23.5,3.0,3.0,0.47244094488189
35795,0.5,6.0,6.75e-05,0.0,24.0,3.0,3.0,0.511811023622047
35796,1.5,1.0,8.65e-05,0.0059299999999999995,3.5,7.0,4.5,0.444881889763779
35797,0.8,1.3,0.0,0.0009375,5.8,10.1,6.4,0.704724409448819
35798,4.7,4.0,0.0007397249999999999,0.07473500000000001,4.9,71.8,50.0,0.186220472440945
35799,5.4,16.0,0.0,0.0003,10.799999999999999,14.6,3.2,0.0078740157480315
35800,5.0,7.0,0.000305,0.068,4.5,78.0,34.0,0.197
35801,1.4,1.3,9.1625e-05,0.00805,1.0750000000000002,8.049999999999999,5.4,0.0385826771653543
35802,6.5,14.0,0.0,0.0008825,37.0,33.0,23.0,0.024
35803,5.0,6.5,9.7475e-05,0.0011572499999999999,5.5,9.5,1.0,0.4
35804,3.9,7.0,9.7475e-05,0.0011572499999999999,5.0,10.1,1.0,0.354330708661417
35805,0.0,31.2,8.025e-05,0.0,12.5,0.6,0.4,2.16535433070866
35806,0.1,6.6,1.5025000000000001e-05,0.0185465,6.3500000000000005,14.625,12.4,0.0393700787401575
35807,0.0,20.0,0.0002063,0.00025,26.0,0.5,0.5,0.618110236220472
35808,2.5,7.0,3.285e-05,0.0112,2.5,75.0,0.5,0.0039370078740157
35809,2.5,7.0,3.285e-05,0.0112,2.5,75.0,0.5,0.0039370078740157
35810,0.0,1.5,8.75e-05,0.0,9.5,6.0,2.0,0.385
35811,1.4,0.6,0.0001505,0.0098,2.9,2.9,2.9,0.374015748031496
35812,2.1,2.0,5e-08,0.015175000000000001,0.2,15.8,0.5,0.0393700787401575
35813,0.1,0.7,0.0001,0.017,0.1,10.0,9.6,0.00984
35814,0.3,0.7,0.00021300000000000003,0.02,0.1,10.0,10.0,0.01
35815,0.1,0.7,3.5625e-05,0.02,0.1375,9.4,8.7,0.0098425196850393
35816,0.0,27.0,0.00021174999999999997,0.0,26.0,0.6,0.2,0.47244094488189
35817,0.2,2.8,4.8e-05,0.00125,2.8,20.0,11.0,0.047244094488189
35818,0.0,20.0,8.925e-06,0.0,21.0,1.0,0.1,0.590551181102362
35819,1.2,5.4,0.0001997,0.015,21.0,58.8,23.7,0.236220472440945
35820,0.0,0.0,0.00011399999999999999,0.01525,0.0,8.0,7.5,0.0
35821,0.0,3.5,5.355e-05,0.0,3.0,12.0,12.0,0.04
35822,0.7,0.5,3e-05,0.023749999999999997,0.5,14.925,14.0,0.0118110236220472
35823,0.5,0.5,7.16e-05,0.0216,0.5,18.2,15.0,0.0035433070866141
35824,1.5,0.0,5.0925e-05,0.02325,0.0,15.0,14.0,0.007
35825,1.9,0.5,9e-05,0.012,0.5,11.5,9.5,0.0039370078740157
35826,2.0,1.0,0.00014800000000000002,0.019,0.5,9.5,9.5,0.01
35827,2.0,0.5,0.000125,0.0115,0.0,12.0,11.0,0.0039370078740157
35828,1.4,3.1,0.00012195000000000001,0.0066,1.7,11.6,10.5,0.0295275590551181
35829,0.0,3.4,5.355e-05,0.0,2.9,12.0,12.0,0.047244094488189
35830,7.0,1.6,6.2875e-05,0.008125,0.675,7.500000000000001,6.0,0.0039370078740157
35831,2.4,2.0,0.0004012375,0.010499999999999999,0.4,1.2,0.1,0.00394
35832,0.5,0.3,0.0,0.0076675,0.2,62.0,56.9,0.0078740157480315
35833,1.3,0.5,0.0,0.0091675,0.2,60.1,58.6,0.0110236220472441
35834,2.8,0.9,0.000143175,0.00738,5.0,7.0,3.7,0.201968503937008
35835,5.4,2.4,0.00012,0.0491,2.7,2.0,1.7,0.255905511811024
35836,3.1,2.4,0.000379,4.517425,7.9,10.899999999999999,4.0,0.335826771653543
35837,1.6,4.5,5.135e-05,0.00845,5.3,11.7,1.5,0.238188976377953
35838,0.5,15.0,0.0001588,0.0,39.0,1.0,0.3,0.62992125984252
35839,0.0,27.0,8.325e-05,0.0,16.025,0.7,0.0,0.393700787401575
35840,0.0,25.0,1.34e-05,0.00081,0.5,0.0,0.0,0.42
35841,1.3,13.3,0.00016765,0.0,6.7,1.7,1.0,0.433070866141732
35842,0.0,27.0,0.0,0.000275,1.0,0.0,0.0,0.5
35843,0.0,25.0,1.34e-05,0.00081,0.5,0.0,0.0,0.42
35844,2.5,4.5,4.5825e-05,0.0018,14.0,20.0,4.0,0.9
35845,2.2,6.5,0.00021005,0.0042025000000000005,15.3,27.4,2.1,0.429133858267717
35846,2.0,7.6,0.0,0.005025,19.0,24.6,2.4,0.444881889763779
35847,3.0,1.0,0.00092,0.0083,0.0,8.0,4.0,0.2
35848,2.0,1.0,9.7e-05,0.005084999999999999,1.5,8.0,3.5,0.4
35849,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.015
35850,0.8,1.5,0.0001125,0.0,19.9,3.2,2.1,0.026
35851,0.4,0.2,0.00012,0.0235,0.0,10.7,9.6,0.0039370078740157
35852,1.8,0.3,0.000125,0.0855,0.1,12.6,10.7,0.0059055118110236
35853,1.5,0.0,7.16e-05,0.015,0.0,18.0,17.0,0.021
35854,0.0,0.0,9.25e-05,0.01725,0.15,14.85,13.8,0.002755905511811
35855,1.6,0.3,0.000125,0.0135,0.2,12.5,10.8,0.0019685039370078
35856,1.5,1.0,7.5e-05,0.037500000000000006,0.001,40.0,38.0,0.008
35857,1.0,0.3,7.5e-05,0.037500000000000006,0.2,39.0,38.3,0.00787
35858,6.8,12.4,0.00013315,0.0004725,1.5,33.0,6.0,0.361417322834646
35859,2.8,8.1,0.0,0.0,0.7,50.8,2.6,0.433070866141732
35860,0.0,1.0,0.0,0.062575,0.0,80.0,80.0,0.014
35861,0.0,1.0,0.0,0.044149999999999995,0.0,78.0,78.0,0.014
35862,1.2,5.6,5.375e-05,0.00375,5.4,49.7,19.4,0.304330708661417
35863,9.0,23.8,0.0,0.0,54.8,5.5,4.6,0.0039370078740157
35864,10.9,7.9,0.0,0.0003,68.6,9.3,6.4,0.0236220472440945
35865,10.0,23.0,0.0,0.0,54.0,4.5,4.5,0.005
35866,4.7,3.0,1.5e-05,0.0184975,1.0,72.9,68.8,0.0374015748031496
35867,3.5,12.0,0.00013575,0.09574999999999999,4.5,74.0,18.0,0.15748031496063
35868,9.0,7.0,1.875e-05,0.0,40.0,40.0,37.0,0.003
35869,2.4,6.4,0.0,0.002,20.725,61.6,33.6,0.397637795275591
35870,1.0,14.0,1.3275e-05,0.0013375000000000001,1.0,2.0,1.0,0.45
35871,0.0,25.3,0.00010999999999999999,0.0,23.9,0.5,0.5,0.78740157480315
35872,0.0,7.0,0.0,0.0,8.5,4.0,4.0,0.035
35873,0.5,2.3,3.5275000000000004e-05,0.00375,6.5,19.1,17.1,0.0905511811023622
35874,1.1,1.2,8.625e-05,0.01525,0.2,13.2,8.3,0.846456692913386
35875,1.0,20.0,5.1124999999999996e-05,0.000635,12.0,4.5,3.0,0.635
35876,0.6,22.0,3e-05,0.0,12.0,1.2,1.2,0.669291338582677
35877,3.6,6.0,4e-05,0.0004,24.0,52.0,33.2,0.0826771653543307
35878,2.5,5.5,4e-05,0.0004,23.0,54.0,33.0,0.14
35879,0.5,14.5,0.000214,0.0,23.0,4.0,2.0,0.602362204724409
35880,0.0,22.0,1.5e-05,0.0003,18.3,0.1,0.1,0.295275590551181
35881,0.3,2.2,6.5e-05,0.006,2.8,14.0,7.0,0.037
35882,0.1,2.0,6.5e-05,0.006,2.8,14.0,6.5,0.03
35883,0.0,5.0,6.75e-05,0.0,25.1,2.8,2.8,0.433070866141732
35884,2.0,3.5,0.0,0.0,0.5,72.0,41.0,0.25
35885,2.1,5.7,1.705e-05,0.000555,11.3,38.5,6.3,0.578740157480315
35886,0.375,13.5,1.6675e-05,0.000295,8.0,17.4,0.8,0.267716535433071
35887,0.5,14.0,7.4025e-05,0.000635,10.0,11.0,2.0,0.358
35888,2.0,10.4,2.3500000000000002e-05,0.0,10.7,18.2,1.3,0.590551181102362
35889,0.5,2.5,7.032499999999999e-05,0.0004,13.0,29.45,24.2,0.110236220472441
35890,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0
35891,11.0,9.4,0.0,0.0008825,38.0,38.1,30.4,0.0098425196850393
35892,2.4,11.0,0.0001335,0.0009525,17.174999999999997,16.05,1.8,0.511811023622047
35893,2.7,11.9,1.6675e-05,0.0004275,11.6,14.3,1.8,0.433070866141732
35894,2.8,5.1,2.18e-05,0.03103,1.7,34.3,1.5,0.598425196850394
35895,0.1,0.7,8e-05,0.02,0.1,9.4,8.7,0.0098425196850393
35896,0.1,0.7,7.4975e-05,0.02,0.1,9.4,8.0,0.0098425196850393
35897,2.3,4.9,6.825e-05,0.0,23.7,66.0,37.1,0.236220472440945
35898,2.7,5.8,4.175e-05,0.0,27.8,61.9,40.4,0.118110236220472
35899,2.1,7.9,0.00037,0.003,14.1,73.8,22.3,0.344488188976378
35900,0.1,17.0,0.0001588,0.0,32.5,1.0,1.0,0.531496062992126
35901,0.0,28.0,0.0001635,0.0,28.0,1.0,1.0,0.3
35902,0.0,28.5,0.0001635,0.0,28.0,0.0,0.0,0.492125984251968
35903,0.0,15.4,0.0001588,0.0,34.3,0.0,0.0,0.944881889763779
35904,5.0,8.0,8.825e-06,0.000555,7.0,46.0,3.0,0.39
35905,0.5,0.5,2.4975e-05,0.005,26.6,12.1,5.3,0.65
35906,5.5,7.0,0.0,0.0,35.0,50.0,47.0,0.0110236220472441
35907,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0
35908,5.0,7.0,5.35e-05,0.0128425,24.0,57.0,0.5,0.383858267716535
35909,2.0,12.0,0.0,0.0,2.0,72.0,2.0,0.0078740157480315
35910,1.9,4.7,7.9875e-05,0.0039375,10.65,9.450000000000001,3.3,0.307086614173228
35911,0.0,3.8,5.1225e-05,0.003825,7.1,15.8,13.5,0.0405511811023622
35912,0.0,16.0,9.35e-05,0.0,20.0,2.0,1.0,0.586614173228346
35913,1.0,5.5,0.00015749999999999998,0.011,1.0,1.0,0.5,0.35
35914,0.0,0.2,0.000825,0.001035,60.0,0.2,0.2,0.15748031496063
35915,0.0,0.0,0.0008675,0.0,50.0,0.0,0.0,0.162
35916,2.3,6.8,5e-08,0.0302875,1.7,59.0,1.8,1.27952755905512
35917,1.8,5.7,0.00012,0.0,7.5,1.1,0.4,0.47244094488189
35918,1.7,5.7,7.8725e-05,0.00023225,7.3,6.9,0.5,0.476377952755905
35919,1.7,3.5,0.00010892499999999999,0.013750000000000002,9.4,9.4,1.3,0.433070866141732
35920,0.0,0.0,0.0,0.213225,0.0,100.0,100.0,0.0
35921,0.8,7.8,0.00023252500000000003,0.0,32.0,5.1,2.1,0.543307086614173
35922,1.6,5.8,9.6625e-05,0.000425,5.8,13.3,3.7,0.271653543307087
35923,1.0,5.5,0.00015,0.0,4.199999999999999,19.25,4.5,0.272834645669291
35924,1.2,5.5,2.675e-05,0.00426575,2.1,16.6,3.0,0.245275590551181
35925,1.7,8.6,0.00025225,0.00376155,28.2,24.6,1.0,0.606299212598425
35926,0.0,5.4,3.6075e-05,0.0001715,2.3,12.0,12.0,0.0393700787401575
35927,0.5,3.5,0.00012,0.0033750000000000004,1.5,5.0,5.0,0.0492125984251968
35928,2.2,7.0,0.000137575,2e-05,29.0,58.0,41.0,0.15748031496063
35929,1.4,4.3,1.315e-05,0.0005275,27.375,59.375,42.9,0.223622047244094
35930,3.1,6.2,2.205e-05,0.0,22.3,66.9,31.2,0.322047244094488
35931,0.0,5.6,3.8975e-05,0.000515,2.5,14.0,13.7,0.0196850393700787
35932,1.3,4.1,0.00011725,0.0154,2.3,87.0,47.0,0.108267716535433
35933,3.0,6.5,1.315e-05,0.0005275,15.0,73.0,45.0,0.0688976377952756
35934,0.0,19.0,0.0,0.0010725,0.0,2.5,1.0,1.17
35935,0.0,22.6,1.34e-05,0.00081,0.5,0.5,0.5,0.720472440944882
35936,0.0,30.0,0.0,0.0,14.0,1.5,0.0,0.4
35937,0.0,30.0,0.0,0.0,14.0,0.5,0.5,0.413385826771654
35938,3.0,2.0,0.00031,0.0,15.0,6.0,5.0,0.39
35939,0.5,3.5,5e-08,0.031564999999999996,3.0,24.0,1.5,0.3
35940,10.5,7.5,1.5e-05,0.0,3.9,71.0,67.0,0.0118110236220472
35941,0.0,0.0,9e-05,0.02225,0.0,12.0,12.0,0.002
35942,0.0,10.0,0.00011575,0.0,12.0,2.0,2.0,0.433070866141732
35943,3.0,7.7,2.4975e-05,0.0,36.7,49.7,36.6,0.0787
35944,0.0,0.5,6.5e-05,0.02,0.0,12.0,11.0,0.003
35945,3.0,12.0,6.075e-05,0.091875,6.0,73.0,22.0,0.577
35946,2.3,5.5,4e-05,0.0004,22.6,52.4,30.3,0.324803149606299
35947,1.5,5.0,0.00024395,0.0018,6.0,29.0,21.0,0.0275590551181102
35948,2.4,12.0,3.2e-05,0.00021425,13.5,17.5,2.0,0.433070866141732
35949,2.4,10.0,1.4599999999999999e-05,0.0004625,11.625,19.450000000000003,1.9,0.433070866141732
35950,0.5,0.5,0.00016,0.024,0.0,11.0,11.0,0.0
35951,7.0,7.0,0.0,0.006,19.0,61.0,23.0,0.21
35952,2.5,4.5,6.535e-05,0.002695,8.0,17.0,4.5,0.459
35953,1.0,10.7,6.8575e-05,0.0026999999999999997,7.5,28.3,4.1,0.444881889763779
35954,3.0,6.5,4.85e-05,0.018,18.0,70.0,30.0,0.252
35955,2.2,1.5,0.000312,0.018975,18.075,1.825,1.0,0.393700787401575
35956,2.5,1.0,0.00018600000000000002,0.024975,0.5,3.5,2.0,0.3
35957,2.9,1.5,0.000463675,0.028600000000000004,16.55,5.975,2.0,0.31496062992126
35958,0.9,14.0,0.0001335,0.0,19.5,1.5,1.0,0.383858267716535
35959,1.4,13.1,8.557499999999999e-05,0.0169,16.1,2.3,1.4,0.551181102362205
35960,0.0,0.8,0.000602,0.019,82.0,0.6,0.6,0.0196850393700787
35961,0.0,0.7,0.000602,0.0,82.0,0.5,0.5,0.0118110236220472
35962,0.0,16.0,0.0,0.0010725,0.0,2.5,0.5,0.5
35963,2.5,14.0,8.557499999999999e-05,0.0169,16.0,1.5,1.5,0.366
35964,5.0,5.4,9.2125e-05,1.155e-05,34.4,51.7,49.2,0.0590551181102362
35965,0.0,1.5,0.0007400000000000001,0.0,73.0,1.5,1.0,0.64
35966,2.1,0.4,0.000125,0.01275,0.2,12.8,11.3,0.0090551181102362
35967,2.0,5.0,3.455e-05,0.000515,1.0,15.0,15.0,0.422
35968,0.0,22.0,1.34e-05,0.00081,1.0,0.0,0.0,0.3
35969,0.0,0.3,0.00039249999999999995,0.018125,32.5,3.8249999999999997,1.5,0.177165354330709
35970,0.0,0.3,0.0006299999999999999,0.0,40.0,3.8,1.5,0.551181102362205
35971,0.5,0.3,0.0005,0.0,15.0,4.0,0.4,0.984251968503937
35972,0.8,8.1,5.090800000000001e-05,0.00048925,32.6,54.0,54.0,0.0996
35973,5.6,8.3,0.000294,0.059750000000000004,2.6,78.0,31.0,0.248031496062992
35974,2.5,7.5,7.75e-05,0.015,13.325,51.5,13.9,0.30511811023622
35975,2.1,5.0,3.4874999999999994e-05,0.0007099999999999999,4.1,14.9,3.8,0.303149606299213
35976,2.1,5.0,3.4874999999999994e-05,0.0007099999999999999,4.1,14.9,3.8,0.303149606299213
35977,1.2,7.3,8.825e-06,0.0,9.9,47.0,1.7,0.716535433070866
35978,0.5,2.3,0.000250025,0.004,31.0,3.3,3.3,0.0
35979,0.8,3.4,2.7499999999999998e-05,0.0056125,5.2,10.3,0.9,0.35748031496063
35980,2.0,12.0,0.0,0.0,2.0,72.0,2.0,0.0078740157480315
35981,2.6,0.0,0.0301015,0.0123,0.0,1.3,0.9,0.0098425196850393
35982,2.6,0.0,0.030101499999999996,0.0123,0.0,1.4,0.8,0.0098425196850393
35983,1.0,1.5,8.225000000000001e-05,0.00868,0.0,2.0,2.0,0.015
35984,2.0,2.0,0.0005124875,0.0143,0.0,0.0,0.0,0.006
35985,2.0,1.0,0.000559,0.023675,0.0,6.5,6.0,0.038
35986,3.0,1.5,0.0002623,0.057,0.0,5.5,2.5,0.085
35987,1.0,3.0,0.00027875,0.0325,0.5,1.5,1.5,0.005
35988,2.0,1.0,0.00038825000000000003,0.07339999999999999,0.0,5.0,5.0,0.03
35989,1.8,2.4,2.5125e-05,0.002075,8.0,24.0,0.8,0.393700787401575
35990,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.03
35991,2.2,5.2,3.395e-05,0.03612,2.5,18.0,0.8,0.204724409448819
35992,1.8,6.1,7.26e-05,0.0,29.6,59.1,30.3,0.413385826771654
35993,1.0,5.0,1.6225e-05,0.00359,3.0,15.0,1.5,0.239
35994,2.8,6.2,0.00013392500000000002,0.0024525,6.2,26.4,3.4,0.511811023622047
35995,3.6,10.0,1.6825000000000002e-05,0.0,10.6,19.6,1.8,0.590551181102362
35996,2.0,9.8,9.204999999999999e-05,0.0072375,8.1,25.0,4.2,0.551181102362205
35997,2.4,11.6,8.3525e-05,0.0016167500000000001,8.9,24.5,3.9,0.464566929133858
35998,0.5,72.0,0.000103825,0.06775,4.785,29.925,0.5,0.0015748031496063
35999,1.3,0.5,0.002363525,0.40525,0.5,70.0,0.5,0.0114173228346457
36000,1.5,6.0,9.832499999999999e-05,0.003975,4.0,11.0,4.5,0.197
36001,4.9,16.1,0.00016025000000000002,0.0005275,26.4,52.3,2.4,0.688976377952756
36002,2.0,12.0,0.00021475,0.00109,1.0,71.0,2.0,0.0078740157480315
36003,2.5,12.0,3e-05,0.0,1.5,76.0,4.0,0.004
36004,7.5,11.0,1.3125e-05,0.00375,2.0,65.0,3.0,0.0009842519685039
36005,8.5,12.0,0.0,0.00375,2.5,64.0,3.0,0.006
36006,0.0,0.0,0.0,0.011,28.1,6.6,3.6,0.874015748031496
36007,0.0,0.0,0.0003225,0.0115,18.0,8.5,5.0,0.937
36008,1.0,15.0,1.5e-05,0.0003,15.0,1.0,0.0,0.417
36009,0.0,12.0,0.00016082500000000002,0.017535,15.0,9.0,1.5,0.296
36010,0.7,12.9,0.0001335,0.0,19.2,0.2,0.2,0.31496062992126
36011,6.2,3.1,5.6325e-05,0.0001875,1.7,35.5,8.4,0.0039370078740157
36012,0.3,0.2,0.00012,0.017,0.0,11.4,10.3,0.0039370078740157
36013,0.1,0.1,0.0001265,0.0093425,0.1,11.8,10.6,0.0031496062992126
36014,2.1,7.7,5.08e-05,0.0008917500000000001,12.8,22.3,4.7,0.324803149606299
36015,1.0,5.5,4.5e-05,0.003705,19.2,29.3,4.9,0.519685039370079
36016,1.5,5.5,3.75e-05,0.006975,20.0,29.0,4.0,0.194488188976378
36017,4.1,1.7,0.00012595,0.030375,0.1,4.7,2.1,0.0078740157480315
36018,0.5,0.2,0.00012,0.02,0.2,11.2,10.1,0.0039370078740157
36019,3.7,0.9,0.00035,0.0162,16.2,2.6,0.0,1.02
36020,3.4,1.7,0.0004625,0.00845,15.0,3.9,0.0,1.55511811023622
36021,2.0,1.0,0.0007585000000000001,0.010365,0.0,7.0,3.5,0.004
36022,2.5,1.9,0.020830200000000004,4.51775,0.5,3.0,3.0,0.0059055118110236
36023,24.3,6.4,2.4975e-05,0.0,29.0,37.0,34.0,0.0078740157480315
36024,4.0,6.5,0.00038835,0.02275,24.0,61.0,26.0,0.18
36025,1.0,1.0,0.0001915,0.007044999999999999,6.0,2.0,2.0,0.32007874015748
36026,2.0,7.3,7e-05,0.00535,14.9,73.0,13.5,0.294
36027,0.4,14.7,1.3275e-05,0.000265,2.6,0.5,0.5,0.374015748031496
36028,0.6,7.8,8.325e-06,0.00839,3.3,12.4,15.3,0.0393700787401575
36029,1.0,5.5,7.075e-05,0.00375,19.0,57.0,20.0,0.31
36030,0.9,6.0,7.075e-05,0.0,20.2,55.2,22.4,0.452755905511811
36031,4.0,2.2,0.00010580000000000001,0.048225000000000004,0.3,3.3,0.4,0.885826771653543
36032,0.25,16.7,0.0001588,0.0,30.9,0.1,0.1,0.413385826771654
36033,5.2,4.8,0.0,0.020749999999999998,34.5,51.2,1.5,0.435
36034,4.2,6.2,0.0,0.0227,35.0,51.0,0.7,0.433070866141732
36035,1.0,11.5,1.6675e-05,0.0,9.4,15.0,1.2,0.81
36036,1.0,7.3,3.1975000000000005e-05,0.0,10.4,19.2,4.6,0.306299212598425
36037,0.8,8.3,8.2975e-05,0.0008917500000000001,15.7,22.2,2.7,0.38503937007874
36038,1.5,13.1,2.7799999999999998e-05,0.0010625,8.5,12.8,3.5,0.622047244094488
36039,2.0,3.0,0.0004125,0.066,9.7,68.0,52.7,0.0590551181102362
36040,2.0,3.1,0.0004125,0.066,9.2,70.4,51.9,0.0590551181102362
36041,1.8,6.1,0.0,0.00125,17.5,72.7,31.6,0.344488188976378
36042,3.5,6.5,0.0,0.032125,27.0,63.0,2.5,0.56
36043,3.6,6.3,0.0,0.0,8.5,70.0,13.5,1.18110236220472
36044,3.7,6.5,0.0,0.0,8.5,70.0,13.5,1.18110236220472
36045,4.0,6.5,0.0,0.0,20.0,64.0,1.5,0.3
36046,5.5,11.0,2.37e-05,0.00325,8.5,64.5,7.0,1.126
36047,0.0,0.1,0.049,0.008125,0.1,1.7,1.5,0.0098425196850393
36048,0.025,0.1,7.500000000000001e-05,0.019749999999999997,0.1,10.3,9.3,0.0
36049,1.1,1.7,9.31e-05,0.007115000000000001,5.8,40.0,30.0,0.0118110236220472
36050,0.0,0.0,0.00018,0.03,0.0,10.0,10.0,0.003
36051,0.0,27.0,3e-05,0.0,12.0,0.5,0.5,2.3
36052,0.5,29.8,8.025e-05,0.0,6.2,0.4,0.3,1.46062992125984
36053,2.0,5.3,4e-05,0.0004,22.8,54.0,29.8,0.242125984251968
36054,8.0,27.0,0.0,0.0,51.0,11.0,5.2,0.0196850393700787
36055,3.5,3.0,0.00042,0.0052499999999999995,2.0,11.0,5.5,0.16
36056,3.0,2.7,0.00012,0.0048000000000000004,1.075,17.825000000000003,5.1,0.15748031496063
36057,1.1,5.5,8.049999999999999e-05,0.000445,8.1,17.0,1.5,0.248031496062992
36058,4.0,4.5,0.00011774999999999999,0.0192675,27.0,60.0,4.5,0.58
36059,3.5,5.0,2.675e-05,0.04015,28.0,61.0,4.0,0.64
36060,4.1,5.0,0.000145,0.017136549999999997,28.0,62.0,4.5,0.445
36061,4.0,4.5,0.00011774999999999999,0.011242499999999999,27.0,58.0,3.5,0.503937007874016
36062,3.5,5.0,6.424999999999999e-05,0.017124999999999998,27.0,61.0,5.0,0.49
36063,5.9,20.0,0.0,0.0,48.8,23.5,6.7,0.0196850393700787
36064,4.6,7.5,0.0,0.00535,21.8,62.4,4.4,0.622047244094488
36065,2.5,4.6,0.0004104,0.00485,8.9,74.5,30.6,0.203937007874016
36066,3.1,5.6,4.225e-05,0.0,27.0,46.7,30.8,0.302
36067,3.5,7.7,0.00046575,0.03775,27.4,57.3,25.9,0.405511811023622
36068,0.5,4.1,3.305e-05,0.000265,4.0,18.0,16.0,0.0885826771653543
36069,0.0,18.0,5.4999999999999995e-05,0.0003,18.0,1.5,0.0,0.4
36070,0.0,18.0,0.0,0.0010725,18.95,1.2999999999999998,0.5,0.511811023622047
36071,0.0,8.0,7.15e-05,0.0033015,7.325,5.9,4.3,0.078740157480315
36072,0.0,3.5,6.400000000000001e-05,0.00199,6.0,5.0,3.4,0.0393700787401575
36073,1.4,6.2,3.125e-05,0.006275,1.0,7.4,2.0,0.338582677165354
36074,1.2,6.4,0.000125775,0.0054,2.1,5.7,1.2,0.401574803149606
36075,1.3,3.3,8.2275e-05,0.0007375,4.5,9.2,0.9,0.246062992125984
36076,2.2,3.3,5.6449999999999997e-05,0.000515,1.7,14.5,3.1,0.346456692913386
36077,1.5,4.5,0.000483625,0.015925,12.5,10.4,1.4,0.343700787401575
36078,5.2,7.2,4.85e-05,0.018,17.3,69.3,29.4,0.249212598425197
36079,1.0,14.0,0.000293225,0.0,21.0,13.0,2.0,0.492125984251969
36080,5.7,6.2,0.0001565,0.024374999999999997,13.3,68.5,27.6,0.312204724409449
36081,4.0,8.5,5.65e-05,0.0,14.0,67.0,26.0,0.3
36082,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0
36083,0.0,4.0,0.0001059,0.000425,6.0,4.6,3.2,0.0492125984251968
36084,0.0,2.61,7.3e-05,0.013750000000000002,2.61,19.1,10.4,0.0435
36085,5.5,7.7,0.0,0.0,17.1,65.5,25.4,0.295275590551181
36086,0.5,15.0,4.4999999999999996e-05,0.0024950000000000003,5.0,21.0,6.5,21.7
36087,2.0,16.0,0.000171075,0.013024999999999998,0.275,20.15,10.0,11.5354330708661
36088,0.5,0.6,8.125000000000001e-05,0.01824,0.7,8.0,3.4,0.256
36089,1.9,6.5,3.5999999999999994e-05,0.0,29.925,57.175,20.0,0.275590551181102
36090,2.2,6.5,0.00031350000000000003,0.082625,4.9,73.1,26.4,0.236
36091,0.9,0.8,0.00020975,0.01778,0.7,4.2,2.6,0.29251968503937
36092,2.0,1.8,0.0001503,0.016355,3.1,4.1,2.4,0.354330708661417
36093,1.1,4.0,0.00036525,0.037725,1.0,85.3,36.9,0.148818897637795
36094,1.7,0.5,0.0,0.0030925,0.2,58.0,52.9,0.0070866141732283
36095,1.1,0.5,0.0,0.0030925,0.1,58.3,54.7,0.0059055118110236
36096,2.8,0.7,0.0,0.0030925,0.2,58.3,53.3,0.0098425196850393
36097,2.7,0.3,0.0,0.0030925,0.3,58.3,53.4,0.0059055118110236
36098,1.3,0.4,0.0,0.0030925,0.2,58.6,55.4,0.0070866141732283
36099,3.6,5.5,1.9725e-05,0.0,26.5,42.5,26.6,0.34
36100,1.9,4.8,8.825e-06,0.0,27.1,54.1,33.6,0.31496062992126
36101,1.0,1.3,0.00017462500000000003,0.027839999999999997,0.5,5.5,3.4,0.262204724409449
36102,1.5,6.0,4e-05,0.0004,23.0,52.0,28.0,0.209
36103,11.0,7.5,0.0,2.5e-05,20.0,53.0,0.0,0.0
36104,0.0,0.1,3.9375e-05,0.0120625,0.1,7.8,7.0,0.00197
36105,12.9,8.7,5.025e-06,0.0039,23.275,40.275,11.2,2.45275590551181
36106,4.3,8.4,1.1725e-05,0.0,20.6,61.7,2.7,0.72
36107,0.1,3.5,3.75e-05,0.0007325,2.9,14.0,14.0,0.0393700787401575
36108,0.4,2.1,6.0049999999999996e-05,0.003825,6.8,14.0,13.0,0.031496062992126
36109,0.5,25.0,1.34e-05,0.00081,0.5,0.5,0.5,0.413385826771654
36110,2.9,1.0,8.65e-05,0.00745,4.9,6.0,5.3,0.208661417322835
