,fiber_100g,proteins_100g,vitamin-a_100g,vitamin-c_100g,fat_100g,carbohydrates_100g,sugars_100g,sodium_100g
1958,3.7,7.3,1.1725e-05,0.00305,16.6,56.9,7.5,0.590551181102362
1959,1.7750000000000001,7.0,0.0003125,0.05975,21.0,50.0,50.0,0.0
1960,15.9,19.1,0.0,0.0009,26.6,29.6,22.2,0.413385826771654
1961,0.0,6.0,0.0012,0.048,40.0,4.0,0.0,0.8
1962,0.05,0.2,2.5e-05,0.0085,0.5,0.3,0.007,0.393700787401575
1963,10.5,7.5,1.5e-05,0.0,3.9,71.0,67.0,0.0118110236220472
1964,9.52,9.52,0.0,0.0,19.0,52.4,0.0,0.857
1965,7.6,10.6,1.1725e-05,0.0008,16.8,58.9,1.8,0.709
1966,1.125,1.6,1.5175e-05,0.0004,8.1,44.7,27.6,0.163
1967,0.0,0.0,0.0,0.00625,0.0,7.5,7.08,0.00417
1968,0.0,0.0,0.000156,0.025,0.0,10.8,10.4,0.00417
1969,0.0,0.0,0.0,0.0,0.0,9.58,9.58,0.004
1970,0.0,0.0,0.0,0.00625,0.0,0.417,0.417,0.00417
1971,0.0,0.0,0.0,0.0063,0.0,5.83,5.42,0.004
1972,0.0,0.02,0.00012,0.0155,0.0,9.0,8.7,0.0039370078740157
1973,0.0075,0.01,0.00011399999999999999,0.03225,0.0,8.3,8.0,0.0039370078740157
1974,0.0,0.01,8.5225e-06,0.00775,0.0,6.8,6.7,0.0039370078740157
1975,0.0,0.02,0.00012,0.01725,0.0,9.0,8.7,0.0039370078740157
1976,0.0125,0.01,0.00012,0.028749999999999998,0.0,8.8,8.5,0.0039370078740157
1977,0.0,0.01,2.4975e-05,0.0015625,0.0,6.75,6.7,0.0039370078740157
1978,0.0,0.02,9e-05,0.021249999999999998,0.0,6.0,5.7,0.0039370078740157
1979,2.791305795431052,7.5054788666454115,0.0007682122314571278,0.03303264557251909,13.356505203965602,28.027689428190307,13.07710752101757,0.4120567748617073
1980,0.0,0.01,0.0002322725,0.00775,0.0,6.8,6.7,0.0039370078740157
1981,0.0,0.02,0.00012,0.0155,0.0,9.0,8.7,0.0039370078740157
1982,0.0,0.02,9e-05,0.021249999999999998,0.0,6.0,5.7,0.0039370078740157
1983,0.0,0.0,0.00021,0.026,0.0,10.0,10.0,0.00417
1984,0.0,0.0,0.00012,0.031,0.0,8.9,8.4,0.0039370078740157
1985,0.0,0.01,0.00012,0.02225,0.0,8.9,8.6,0.0039370078740157
1986,0.125,0.01,0.00012,0.014249999999999999,0.0,8.9,8.9,0.0039370078740157
1987,0.0,0.04,9e-05,0.01475,0.02,9.1,8.8,0.0039370078740157
1988,0.0,0.01,0.00012,0.02225,0.01,8.675,8.6,0.0039370078740157
1989,0.0,0.01,0.00012,0.02575,0.0,8.549999999999999,8.4,0.0039370078740157
1990,0.0,0.0,0.00012,0.02575,0.0,8.65,8.4,0.0
1991,0.0,0.0,0.00012,0.01975,0.0,9.075,8.7,0.0
1992,6.125,20.0,0.0,0.0,51.0,22.0,8.0,0.393700787401575
1993,6.0,25.0,0.0,0.0,50.0,22.0,9.0,0.406
1994,3.57,7.14,0.0,0.0107,25.0,64.3,0.0,0.375
1995,16.2,34.8,0.0,0.008025,19.6,8.7,4.35,1.87
1996,2.1,5.0,6e-05,0.0,7.0,1.0,0.0,0.43
1997,0.0,19.1,0.0,0.00104,1.3,6.96,5.22,0.43
1998,20.0,16.0,0.00036,0.0048,2.67,65.3,2.0,2.23
1999,2.791305795431052,7.5054788666454115,0.0007682122314571278,0.03303264557251909,13.356505203965602,28.027689428190307,13.07710752101757,0.4120567748617073
2000,20.0,10.0,0.00255,0.024,10.0,45.0,10.0,11.2
2001,2.791305795431052,7.5054788666454115,0.0007682122314571278,0.03303264557251909,13.356505203965602,28.027689428190307,13.07710752101757,0.4120567748617073
2002,0.0,5.0,0.0,0.015,0.0,20.0,0.0,0.3
2003,0.0,13.3,0.0003,0.0,20.0,3.33,3.33,1.2
2004,0.0,0.0,9e-05,0.01225,0.0,5.0,5.0,0.03
2005,3.3,11.0,0.0,0.0031,7.3,73.0,7.1,0.464566929133858
2006,16.9,12.2,0.000101475,0.00053,10.1,40.3,15.0,0.0236220472440945
2007,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0
2008,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0
2009,0.909,9.09,2.73e-05,0.0,10.0,20.0,2.73,0.327
2010,18.2,25.5,0.0,0.00655,16.4,47.3,18.2,0.218
2011,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.018
2012,3.0,1.0,0.000225,0.036,0.3,14.0,8.0,0.0
2013,2.0,8.0,0.0,0.0,0.0,54.0,2.0,0.58
2014,1.0,11.0,0.0,0.0,11.0,34.0,18.0,0.61
2015,9.52,7.14,0.0,0.0,38.1,52.4,40.5,0.0119
2016,0.0,3.33,0.0,0.0,1.67,13.3,11.7,0.05
2017,0.0,3.43,3.43e-05,0.00137,2.57,15.4,12.6,0.0486
2018,0.662,15.2,0.0,0.0,20.5,4.64,0.0,0.311
2019,7.0,21.0,0.0,0.0,47.0,26.0,10.0,0.26
2020,10.7,7.14,0.0,0.0,35.7,46.4,0.0,1.07
2021,5.0,10.0,0.00075,0.0012,11.0,27.0,3.0,0.16
2022,2.0,7.7,6.28e-05,0.0022375,7.8,24.9,3.8,0.385826771653543
2023,5.5,10.0,0.0,0.0,2.6,45.0,4.4,0.0
2024,0.0,0.3,1.5e-05,0.0515,0.0,67.0,66.7,0.0
2025,0.0,0.4,1.5e-05,0.0515,0.0,66.9,66.7,0.0
2026,0.0,0.3,1.5e-05,0.0515,0.0,67.2,66.9,0.0
2027,0.0,0.3,1.5e-05,0.0515,0.0,67.0,66.7,0.0
2028,2.791305795431052,7.5054788666454115,0.0007682122314571278,0.03303264557251909,13.356505203965602,28.027689428190307,13.07710752101757,0.4120567748617073
2029,0.0,0.0,0.0,0.0,4.5,4.0,0.0,0.18
2030,8.57,14.3,0.000429,0.0171,17.1,54.3,22.9,0.171
2031,0.0,0.0,0.0001,0.0,15.0,3.33,3.33,0.833
2032,1.72,10.3,0.0,0.0,2.59,72.4,6.9,1.0
2033,0.0,20.5,0.0,0.0,0.6,1.3,0.0,0.47244094488189
2034,0.0,6.67,0.0,0.0,0.0,83.3,10.0,0.633
2035,4.2,17.1,9e-05,0.0025575,4.5,65.9,2.7,0.0708661417322834
2036,2.56,2.56,0.0,0.0,11.5,76.9,41.0,0.59
2037,2.5,32.5,0.0,0.0,32.5,25.0,12.5,0.25
2038,1.69,6.78,8.825e-06,0.0,6.78,50.8,0.0,0.373
2039,0.0,8.33,0.0,0.0,15.0,66.7,3.33,1.45
2040,5.325,6.67,0.0,0.008,10.0,33.3,33.3,0.0667
2041,0.575,6.0,8.7e-06,0.0,21.9,52.1,26.0,0.31496062992126
2042,0.0,4.8,0.00023175,0.02275,21.8,57.7,26.5,0.511811023622047
2043,0.0,0.0,0.0,0.006,0.0,50.0,50.0,0.025
2044,0.0,17.9,0.00024105,0.0,35.7,0.0,0.0,0.821
2045,33.7,21.2,0.0002325,0.008025,31.4,3.8,0.0,0.0
2046,2.0,6.4,0.00046335000000000007,0.02275,30.1,58.4,25.3,0.3
2047,6.0,8.0,0.0,0.0,12.0,78.0,34.0,0.15
2048,2.2,1.0,9.8e-05,0.005549999999999999,9.0,27.0,19.0,0.0393700787401575
2049,0.0,0.0,0.0,0.0,0.0,4.2,4.2,0.007
2050,4.9,2.86,0.0,0.0,12.1,75.0,64.3,0.0422
2051,0.0,0.8,8.9575e-05,0.0054,0.25,55.675000000000004,35.21,0.0905511811023622
2052,1.74,4.35,0.0,0.00104,14.8,42.6,19.1,0.209
2053,5.0,0.75,0.0,0.0,0.0,80.0,65.0,0.0
2054,4.0,8.0,0.0,0.0,1.33,54.7,12.0,0.28
2055,0.0,17.86,0.0002142,0.0,25.0,0.0,0.0,1.25
2056,5.0,2.5,0.00015,0.015,25.0,7.5,5.0,1.18110236220472
2057,4.3,2.6,3.325e-05,0.0,6.2,59.6,37.9,0.1
2058,1.425,0.0,0.000110725,0.024,0.0,30.0,30.0,0.0
2059,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2060,0.0,0.28,0.0,0.0,0.0,0.0,0.0,3.38188976377953
2061,0.0,0.0,9e-05,0.02225,0.0,12.0,12.0,0.011
2062,0.0,3.33,0.0,0.0,16.7,6.67,0.0,0.0667
2063,0.0,8.89,0.0,0.0,1.11,80.0,0.0,0.00444
2064,0.0,20.5,0.0,0.0,0.6,1.3,0.0,0.47244094488189
2065,0.0,19.0,0.0,0.004675,1.5,0.5,0.0,0.324803149606299
2066,0.1,1.2,7.48e-05,0.0,11.5,5.8,2.5,0.0196850393700787
2067,5.6,13.8,0.0001138,0.00484,1.6,65.5,2.1,0.0078740157480315
2068,8.33,8.33,0.0,0.0,8.33,25.0,25.0,4.42
2069,0.417,0.417,6.25e-05,0.0,1.04,3.33,2.92,0.0625
2070,1.4,0.71,0.0001071,0.09,0.0,9.29,7.14,0.0
2071,2.35,1.18,0.00212,0.00706,0.0,9.41,5.88,0.0765
2072,2.791305795431052,7.5054788666454115,0.0007682122314571278,0.03303264557251909,13.356505203965602,28.027689428190307,13.07710752101757,0.4120567748617073
2073,0.0,4.17,0.0,0.0,0.0,58.3,37.5,0.521
2074,3.57,7.14,0.0,0.0,21.4,14.3,0.0,0.446
2075,0.0,8.0,0.0,0.0,1.67,11.3,10.7,0.0267
2076,2.791305795431052,7.5054788666454115,0.0007682122314571278,0.03303264557251909,13.356505203965602,28.027689428190307,13.07710752101757,0.4120567748617073
2077,3.33,3.33,0.0001,0.0,6.67,76.7,46.7,0.6
2078,0.0,0.0,9e-05,0.01975,0.0,11.8,11.5,0.00423
2079,0.0,4.0,0.0,0.0,12.0,68.0,56.0,0.14
2080,4.0,8.0,0.0,0.0,24.0,68.0,40.0,0.22
2081,0.0,9.3,6.98e-05,0.0,5.43,22.5,3.1,0.465
2082,10.0,33.3,0.0,0.0,43.3,10.0,3.33,0.01
2083,3.0,10.0,0.000387625,0.000425,13.0,3.0,1.0,0.0
2084,12.7,7.27,0.000164,0.0,29.1,60.0,23.6,0.291
2085,2.791305795431052,7.5054788666454115,0.0007682122314571278,0.03303264557251909,13.356505203965602,28.027689428190307,13.07710752101757,0.4120567748617073
2086,0.333,0.0,1e-05,0.0004,0.0,12.0,10.0,0.0
2087,4.0,14.0,0.00024,0.036,7.0,60.0,10.0,1.44
2088,7.69,9.62,0.0,0.0,1.92,78.8,28.8,0.288
2089,1.67,5.0,5e-05,0.0,13.3,66.7,31.7,0.225
2090,3.15,78.9,0.0,0.0,1.58,6.31,3.15,0.505
2091,11.7,13.3,0.0005,0.015,1.67,51.7,6.67,1.53
2092,6.15,9.23,0.000185,0.00923,3.85,56.9,16.9,1.09
2093,16.0,24.0,0.0006,0.048,4.0,56.0,10.0,1.08
2094,1.75,10.5,0.0,0.0,3.51,73.7,7.02,1.19
2095,0.125,0.2,3.615e-05,0.019096,0.0,11.5,7.0,0.0
2096,6.41,5.13,0.0,0.0,3.21,75.6,17.9,0.821
2097,7.025,25.0,1.34e-05,0.000535,0.893,3.57,3.57,0.5
2098,10.0,10.0,0.00107145,0.00075,39.0,36.0,10.0,0.0003937007874015
2099,0.417,0.0,0.000188,0.0141,0.0,17.5,16.2,0.0208
2100,3.6,7.14,0.0,0.0214,25.0,60.71,0.0,0.571
2101,3.57,7.14,0.0,0.0214,25.0,60.7,0.0,0.429
2102,10.0,10.0,0.0,0.0,42.5,47.5,27.5,0.05
2103,7.5,5.0,0.0,0.0,30.0,57.5,47.5,0.038
2104,1.32,5.73,1.32e-05,0.00106,2.2,14.5,2.64,0.189
2105,0.0,5.0,0.0003348,0.0134,20.0,63.08,1.0,0.47244094488189
2106,0.0,0.0,0.0,0.0,0.0,88.3,88.3,0.0117
2107,11.0,5.71,7.5e-05,0.0007250000000000001,8.1,66.7,18.1,0.319
2108,0.0,0.0,0.0,0.0,0.0,53.3,46.7,0.0
2109,0.0,0.0,0.0,0.0,66.67,6.67,0.0,0.9
2110,23.3,46.7,0.0,0.004,15.0,30.0,3.33,0.433
2111,66.7,0.0,0.0,0.0,66.67,100.0,80.0,2.1
2112,3.2,0.4,0.00013255,0.012,0.32,6.0,2.16,0.0004
2113,10.0,6.67,0.0,0.0,33.3,46.7,43.3,0.0967
2114,0.0,6.67,0.0,0.0,6.67,73.3,0.0,0.433
2115,0.0,6.67,0.0,0.0,6.67,73.3,0.0,0.433
2116,0.0,6.67,0.0,0.0,6.67,73.3,0.0,0.433
2117,0.0,14.0,0.00018,0.0,9.0,2.0,0.0,0.13
2118,0.0,0.0,0.0,0.0,0.0,53.1,50.0,0.109
2119,2.67,6.67,0.0,0.0,30.0,50.0,0.0,0.11
2120,0.0,6.0,0.000145,0.0,10.0,0.0,0.0,2.4
2121,2.07,15.9,6.21e-05,0.0,4.14,30.3,2.07,0.207
2122,5.7,5.71,0.0,0.0,5.71,80.0,22.86,0.514
2123,12.5,2.5,0.0,0.0,0.0,65.0,50.0,0.0
2124,1.3,2.82,6.775e-06,0.008480749999999999,0.41,16.82,2.91,0.29
2125,0.0,0.645,0.0,0.0,0.161,12.3,11.0,0.0548
2126,6.67,10.0,0.0,0.0,20.0,41.7,23.3,0.05
2127,0.0,7.14,0.0,0.0,14.3,71.4,60.7,0.179
2128,7.35,13.2,0.000221,0.0441,5.15,64.7,35.3,0.184
2129,5.9,14.71,0.0002205,0.0088,7.35,66.18,32.35,0.221
2130,7.4,14.71,0.0006618,0.0794,8.82,61.76,30.88,0.294
2131,5.88,16.2,0.000662,0.0794,8.82,60.3,30.9,0.353
2132,5.88,14.7,0.000662,0.0794,7.35,64.7,33.8,0.221
2133,7.5,15.0,0.0,0.0,32.5,45.0,20.0,0.325
2134,7.5,10.0,0.0,0.0,27.5,52.5,25.0,0.25
2135,5.88,14.7,0.000662,0.0794,10.3,60.3,30.9,0.294
2136,0.0,0.0,0.000132825,0.010625,0.0,2.92,0.833,0.00417
2137,4.6,6.7,0.0,0.016849999999999997,30.4,52.8,1.9,0.720472440944882
2138,1.4,8.0,3.75e-05,0.00535,17.3,70.0,8.0,0.697
2139,0.0,0.667,0.00018397499999999999,0.009264999999999999,0.0,28.0,28.0,0.02
2140,6.6,4.3,8.075e-05,0.00926155,32.9,48.4,13.6,0.35
2141,28.0,18.1,0.00014,0.043274999999999994,21.0,17.3,0.4,0.14
2142,0.0,0.0,0.0,0.0,0.0,16.7,15.8,0.105
2143,10.0,12.5,0.0,0.0,7.5,67.5,2.5,0.0
2144,6.67,10.0,0.0,0.0,20.0,63.3,0.0,0.433
2145,0.5,0.2,0.000144375,0.0245,0.4,7.4,7.4,0.025
2146,0.0,0.0,0.0004,0.0,43.3,3.33,0.0,0.967
2147,0.0,0.0,0.0,0.0,0.0,26.7,26.7,1.27
2148,0.0,0.0,0.009375,1.5,0.0,75.0,0.0,0.0
2149,0.0,0.0,0.0,0.008,20.0,6.67,0.0,0.6
2150,6.0,10.0,0.0,0.0,0.5,55.300000000000004,2.0,0.52
2151,4.1,25.4,0.0,0.0,58.8,7.2,2.1,0.0
2152,3.0,2.0,0.000126675,0.0069975,3.0,8.475,0.0,0.15
2153,0.0,21.2,0.0,0.0,5.88,3.53,0.0,0.141
2154,0.8,0.85,2.55e-05,0.0712,0.85,5.08,3.39,0.398
2155,0.0,3.33,0.0001,0.0,11.7,3.33,0.0,0.0333
2156,0.0,5.0,0.0,0.0,20.0,72.5,45.0,0.325
2157,5.9,9.5,1.29e-05,0.000525,10.1325,48.675,23.0,3.74015748031496
2158,2.791305795431052,7.5054788666454115,0.0007682122314571278,0.03303264557251909,13.356505203965602,28.027689428190307,13.07710752101757,0.4120567748617073
2159,12.5,21.88,0.0,0.0,50.0,21.88,9.38,0.375
2160,0.0,8.97,0.0,0.0,8.97,70.5,12.8,0.806
2161,0.0,0.0,0.0002,0.0,0.0,46.7,46.7,0.833
2162,0.0,3.33,9.99e-05,0.0,11.67,3.33,3.33,0.05
2163,0.0,3.33,6.25e-05,0.0,0.0,5.42,5.0,0.0542
2164,0.0,15.79,0.0003159,0.0,26.32,10.53,5.26,1.211
2165,6.67,6.67,0.0,0.0,33.3,50.0,46.7,0.0333
2166,2.7,1.3,8.34e-05,0.0,0.2,50.8,41.5,0.9
2167,3.0,1.4,4.17e-05,0.0024325,0.3,50.8,41.7,0.9
2168,1.3,1.5,8.34e-05,0.0,0.1,54.1,42.6,0.9
2169,0.175,0.0,4.4e-05,0.0,0.0,23.5,23.5,0.940944881889764
2170,22.8,31.6,0.0,0.0,12.3,40.4,5.26,0.632
2171,0.8,0.2,0.0,0.0,1.6,0.8,0.0,0.006
2172,0.0,0.0,0.000188,0.0112,0.0,6.25,3.12,0.219
2173,0.925,3.12,0.000188,0.0112,0.0,12.5,3.12,0.0469
2174,0.885,1.77,0.000106,0.00796,5.31,3.54,3.54,0.389
2175,9.09,9.09,0.0,0.0,36.4,54.5,36.4,0.136
2176,11.1,6.67,0.0,0.0,55.6,33.3,11.1,0.0
2177,2.6,5.26,7.89e-05,0.0,10.0,60.53,55.26,0.145
2178,7.89,5.26,0.0,0.0,31.6,60.5,47.4,0.0
2179,7.89,5.26,7.89e-05,0.0,31.6,57.9,44.7,0.0
2180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2181,2.0,40.0,0.00075,0.03,12.0,32.0,4.0,0.4
2182,4.0,42.0,0.0,0.0,9.0,34.0,6.0,0.17
2183,8.0,8.0,0.00017575,0.0135,10.0,80.0,20.0,0.48
2184,9.68,12.9,0.0,0.0,2.9,80.6,64.5,0.0968
2185,1.6,0.8,0.00036,0.0192,1.2,5.6,3.2,0.224
2186,1.7,33.33,0.0,0.0,15.0,36.67,0.0,0.467
2187,0.0,3.57,0.0013392,0.0536,17.86,64.29,0.0,0.714
2188,3.57,7.14,0.0,0.0857,28.6,60.7,0.0,0.357
2189,3.2,2.4,0.0,0.001,5.6,15.2,8.0,0.44
2190,0.0,0.0,0.0,0.0,0.0,10.1,10.1,0.0
2191,0.0,0.0,0.0,0.0,0.0,11.5,11.5,0.0
2192,3.3,10.0,4.9e-05,0.0,13.0,17.0,1.2,0.275590551181102
2193,1.45,0.7,3e-05,0.028124999999999997,5.2,85.0,57.5,0.0196850393700787
2194,2.7,6.7,0.0003,0.00425,16.5,75.5,26.0,0.531496062992126
2195,0.0,28.6,0.0,0.0,32.1,0.0,0.0,1.66
2196,0.0,23.3,0.00014,0.0,23.3,2.33,0.0,1.84
2197,0.0,18.6,0.00014,0.0,20.9,2.33,0.0,0.814
2198,0.0,28.6,0.0,0.0,17.9,3.57,0.0,1.71
2199,0.0,20.2,0.0,0.0,0.2,0.7,0.3,1.18110236220472
2200,0.0,13.3,0.0001,0.0,30.0,3.33,0.0,0.533
2201,0.4,0.0,0.0,0.072,0.0,8.4,5.6,0.0012
2202,0.0,5.0,0.0,0.0,5.0,1.0,0.0,0.22
2203,0.0,0.0,0.0028575000000000002,1.8247,0.0,9.6,8.8,20.0
2204,0.8,0.4,0.0,0.0,0.0,17.2,16.0,0.032
2205,0.0,2.08,3.13e-05,0.0,12.5,43.8,35.4,0.219
2206,0.15,19.9,8.925e-06,0.0,8.5,0.8,0.5,0.826771653543307
2207,0.0,15.3,2e-05,0.0,21.3,2.0,0.0,0.393
2208,0.0,0.0,0.0001037,0.0123,0.0,6.4,3.2,0.014
2209,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
2210,2.64,8.64,0.0,0.0,23.3,60.6,9.04,0.882
2211,7.14,7.14,0.0,0.0,25.0,67.9,0.0,0.357
2212,3.6,4.2,6.33e-05,0.0017,4.3,11.8,3.2,0.345
2213,1.8,5.0,0.0002736,0.0017,5.4,4.3,2.6,0.342
2214,4.3,8.0,0.0003159,0.0025,8.0,8.6,3.5,0.372
2215,0.0,0.0,0.000214,0.00857,14.3,7.14,0.0,2.0
2216,0.0,14.29,0.0,0.0,14.29,57.14,0.0,0.929
2217,7.05,14.1,0.000212,0.0,12.3,47.6,21.2,0.511
2218,7.05,14.1,5.29e-05,0.00212,10.6,42.3,21.2,0.388
2219,17.6,11.8,0.000353,0.0,5.88,47.1,11.8,6.0
2220,0.0,6.06,0.000445,0.045250000000000005,0.0,87.9,12.1,0.545
2221,12.5,4.17,2.205e-05,0.0062499999999999995,37.5,45.8,8.33,0.183
2222,0.422,1.69,0.0,0.000506,3.38,2.95,0.844,0.0422
2223,2.791305795431052,7.5054788666454115,0.0007682122314571278,0.03303264557251909,13.356505203965602,28.027689428190307,13.07710752101757,0.4120567748617073
2224,28.3,35.0,0.0,0.0,11.7,36.7,1.67,0.517
2225,33.0,21.0,0.0001325,0.056525,31.0,20.0,0.0,0.0
2226,3.33,6.67,0.00011,0.0,23.3,63.3,36.7,0.25
2227,0.0,0.0,1.01e-05,0.0243,0.0,8.11,5.74,0.0
2228,5.0,6.7,1.25e-05,0.034,12.7,66.0,33.0,0.0393700787401575
2229,0.0,3.53,1.76e-05,0.00141,1.47,13.5,11.2,0.0441
2230,0.0,3.53,1.76e-05,0.000706,1.47,14.1,11.8,0.05
2231,0.0,3.53,1.76e-05,0.0,1.47,14.1,11.8,0.0441
2232,2.791305795431052,7.5054788666454115,0.0007682122314571278,0.03303264557251909,13.356505203965602,28.027689428190307,13.07710752101757,0.4120567748617073
2233,0.0,8.44,6.66e-05,0.0,4.44,4.44,2.67,0.044
2234,3.5,8.77,0.0,0.0,1.75,73.68,1.75,0.0
2235,0.6,1.7,0.0,0.0024999999999999996,9.5,15.0,7.8,0.0354330708661417
2236,2.42,8.9,1.785e-05,0.000715,35.0,51.0,45.0,0.114173228346457
2237,0.0,0.303,0.0,0.0093,3.64,7.88,6.36,0.182
2238,0.0,0.1,0.000114,0.02775,0.2,7.9,7.7,0.0236220472440945
2239,0.0,2.0,0.000186,0.0021425,18.0,3.0,2.0,21.6535433070866
2240,2.791305795431052,7.5054788666454115,0.0007682122314571278,0.03303264557251909,13.356505203965602,28.027689428190307,13.07710752101757,0.4120567748617073
2241,0.0,0.0,0.0,0.3529,0.0,100.0,100.0,0.0
2242,3.0,5.33,0.0,0.0,1.0,80.0,46.67,0.123
2243,7.14,32.1,0.0,0.0,32.1,46.4,32.1,0.0
2244,0.0,17.9,0.0,0.0,8.93,0.0,1.79,0.321
2245,1.0,1.0,7e-05,0.0069264999999999995,2.0,2.5,0.0,0.0552
2246,0.0,33.0,0.00026125,0.0,29.0,0.0,0.0,0.590551181102362
2247,0.0,25.0,0.000321,0.0,32.1,3.57,0.0,0.643
2248,0.0,21.4,0.000429,0.0,32.1,3.57,0.0,0.75
2249,0.0,25.0,0.000321,0.0,32.1,3.57,0.0,0.643
2250,0.0,32.1,0.000321,0.0,28.6,3.57,0.0,0.214
2251,0.0,25.0,0.000321,0.0,32.1,3.57,0.0,0.607
2252,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0
2253,0.0,0.0,2.5e-05,0.0075,0.0,6.25,6.25,0.0146
2254,1.32,2.63,7.89e-05,0.0,22.4,34.2,26.3,0.171
2255,0.0,0.0,0.0,0.0088,0.0,18.0,18.0,30.0
2256,0.0,0.0,3.75e-05,0.0075,0.0,7.5,7.5,0.0167
2257,0.0,0.0,0.000714725,0.023735,0.0,73.3,53.3,0.0333
2258,0.0,0.0,0.0,0.0,93.3,0.0,0.0,0.0
2259,30.2,0.0,0.0,0.0,0.0,90.7,50.4,0.0
2260,0.0,5.0,0.0,0.0,17.5,47.5,20.0,0.3
2261,0.1,0.0,0.00022504999999999997,0.29275,0.0,92.8,2.8,0.0
2262,0.0,28.57,0.0,0.0,4.46,0.0,0.0,0.357
2263,9.1,7.27,0.0,0.0,9.09,69.09,27.27,0.036
2264,0.5875,0.278,5.1575e-05,0.026000000000000002,0.0,13.9,11.4,0.00833
2265,1.1,6.82,3.42e-05,0.0,18.18,51.14,18.18,0.364
2266,2.3,6.98,3.48e-05,0.0,20.93,53.49,19.77,0.372
2267,0.0,3.0,5.9499999999999996e-05,0.00375,8.0,21.0,20.0,0.04
2268,3.57,7.14,0.0,0.00429,12.5,75.0,3.57,1.21
2269,1.69,1.69,0.0001503,0.00102,4.24,4.24,2.54,0.237
2270,2.33,6.98,6.98e-05,0.0,32.6,55.8,51.2,0.105
2271,1.33,8.0,0.0,0.0,6.67,17.3,14.0,0.0867
2272,0.7,8.0,2.01e-05,0.0,2.67,10.0,8.67,0.033
2273,7.0,0.004,0.0,0.0,20.0,15.0,5.0,0.005
2274,1.0,5.1,0.0006251500000000001,0.0682925,9.7,69.0,46.0,0.0393700787401575
2275,1.18,3.53,0.000176,0.0,24.7,32.9,22.4,0.118
2276,3.33,6.67,7e-05,0.00535,13.3,73.3,13.3,0.767
2277,3.85,3.85,4.85e-05,0.00125,19.2,69.2,26.9,0.385
2278,9.8,9.8,0.0,0.0,9.8,70.59,19.61,0.049
2279,0.0,8.0,0.0,0.0,0.0,80.0,32.0,0.04
2280,10.7,17.86,0.0042858,0.1929,32.14,35.71,7.14,0.821
2281,0.0,0.0,0.0,0.063,0.0,81.0,81.0,0.00476
2282,0.98,13.7,0.0,0.00118,5.88,18.6,0.0,0.608
2283,7.1,1.0,0.0024875,0.013929049999999998,32.1,60.7,7.1,0.393700787401575
2284,7.1,1.0,0.000140975,0.00375,35.7,60.7,21.4,0.0
2285,0.0,0.0,0.0,0.0,0.0,88.3,83.3,0.0
2286,2.38,2.38,0.0,0.00429,4.17,27.4,1.19,0.238
2287,2.35,4.71,0.0,0.0,15.3,31.8,2.35,0.176
2288,6.67,13.3,0.0,0.002,4.17,66.7,0.0,0.0
2289,3.51,0.0,2.63e-05,0.217,0.0,14.0,10.5,0.0
2290,20.0,10.0,0.0,0.0,40.0,30.0,26.7,0.05
2291,1.0,1.0,0.0,0.0,7.0,11.0,9.0,0.015
2292,3.11,11.8,0.00021475,0.00109,1.78,70.2,0.0,0.875
2293,6.67,6.67,0.0,0.0,0.0,80.0,6.67,0.253
2294,6.25,21.9,0.0,0.0,46.9,25.0,9.38,0.438
2295,1.4,4.4,2.6124999999999998e-05,0.0007099999999999999,3.8,14.5,1.7,0.177165354330709
2296,3.57,3.57,2.4975e-05,0.0643,17.9,89.3,78.6,0.0179
2297,0.0,0.0,0.0,0.0,0.0,6.67,6.67,0.00833
2298,3.33,66.7,2.05e-05,0.0775,0.0,20.0,6.67,0.633
2299,1.325,0.4,3.5925e-05,0.03,0.1,15.1,14.1,0.0039370078740157
2300,3.0525,6.6,1.875e-05,0.0,41.4,39.3,37.0,0.0031496062992126
2301,2.0,6.2,0.0,0.0,20.0,62.0,30.0,0.133858267716535
2302,0.225,0.7,0.00011300000000000001,0.045,0.0,10.5,10.5,0.0078740157480315
2303,0.0,0.16,0.0,0.00048,0.12,11.6,11.2,0.008
2304,3.12,9.38,1.6675e-05,0.0,10.4,14.6,0.0,0.354
2305,0.0,0.0,6.625e-05,0.018250000000000002,0.0,6.0,6.0,0.0019685039370078
2306,0.0417,0.0,0.0,0.0,0.0,7.5,6.67,0.00208
2307,0.0,0.0,0.0,0.012775,2.2275,22.0,9.0,0.006
2308,0.0,0.0,0.0,0.0515,0.0,67.0,67.0,0.0
2309,2.35,1.18,0.0,0.0353,0.0,4.71,1.18,0.0235
2310,3.0,4.0,0.0012,0.009,1.0,11.0,4.0,0.045
2311,0.0,0.0,0.0,0.0,0.0,57.9,57.9,0.0
2312,1.48,1.48,0.0,0.00222,0.0,3.7,0.0,0.178
2313,3.0,5.0,0.0008696999999999999,0.0115025,0.0,30.0,0.0,15.0
2314,3.0,2.0,0.0001071,0.0321,6.0,11.0,3.0,0.16
