,fiber_100g,proteins_100g,vitamin-a_100g,vitamin-c_100g,fat_100g,carbohydrates_100g,sugars_100g,sodium_100g,nutrition_grade_fr
9337,0.0,4.0,0.0,0.0,25.950000000000003,55.725,39.0,0.031496062992126,e
9338,3.35,5.2,3.75e-05,0.0,45.0,45.0,44.0,0.078740157480315,e
9339,2.45,5.7,3.3058e-05,0.00048925,33.0,55.0,53.0,0.078740157480315,e
9340,0.675,5.1,3.75e-05,0.0,45.0,44.0,43.0,0.062992125984252,e
9341,3.35,5.2,3.75e-05,0.0,45.0,45.0,44.0,0.078740157480315,e
9342,3.35,5.2,3.75e-05,0.0,45.0,45.0,44.0,0.078740157480315,e
9343,1.2,5.6,0.0,0.0,30.0,55.0,54.0,0.0826771653543307,e
9344,3.2750000000000004,5.5,1.745e-05,0.0,30.0,55.0,52.0,0.078740157480315,e
9345,0.475,3.6,0.00011475,0.01625,21.0,59.0,54.0,0.0236220472440945,e
9346,0.0,3.6,0.00025725,0.03925,21.0,60.0,59.0,0.031496062992126,d
9347,0.475,3.6,0.0002145,0.033,22.0,59.0,54.0,0.0236220472440945,e
9348,2.675,7.7,0.0,0.0008825,38.0,38.0,32.0,0.015748031496063,e
9349,3.65,7.3,4.3725e-05,0.0,34.0,42.0,39.0,0.015748031496063,e
9350,0.0,5.3,0.0004625,0.0726,25.3,61.25,54.0,0.12992125984252,e
9351,4.575,7.0,0.0,0.0008825,40.0,39.0,34.0,0.0196850393700787,e
9352,2.45,6.6,3.3058e-05,0.00048925,32.0,55.0,53.0,0.078740157480315,e
9353,6.025,6.0,9.86e-05,0.00072655,34.0,49.0,48.0,0.0275590551181102,e
9354,1.925,6.4,5.090800000000001e-05,0.00048925,33.0,55.0,54.0,0.0708661417322835,e
9355,1.6,5.5,5.0400000000000005e-05,0.00081,38.0,52.0,51.0,0.0826771653543307,e
9356,4.05,4.4,9.82e-05,1.155e-05,31.0,55.0,50.0,0.0354330708661417,e
9357,0.0,6.0,1.745e-05,0.0,31.0,55.0,51.0,0.07,e
9358,1.9,5.6,8.075e-05,1.155e-05,32.0,50.0,46.0,0.031496062992126,e
9359,1.2,5.2,5e-05,0.0066,29.0,59.0,55.0,0.0748031496062992,e
9360,2.475,4.6,1.875e-05,0.0,41.0,45.0,43.0,0.047244094488189,e
9361,1.1,7.0,3.0125e-05,0.0,38.0,50.0,49.0,0.0787,e
9362,3.85,4.3,0.0,0.0,29.0,57.0,51.0,0.0354330708661417,e
9363,2.25,6.0,3.5300000000000004e-05,0.0,34.0,55.0,52.0,0.0748,e
9364,4.35,5.2,8.075e-05,1.155e-05,29.0,55.0,51.0,0.0511811023622047,e
9365,0.9,5.4,0.0,0.0,29.0,60.0,56.0,0.078740157480315,e
9366,5.85,6.9,1.785e-05,0.000715,34.0,47.0,44.0,0.0196850393700787,e
9367,5.85,6.9,1.785e-05,0.000715,34.0,47.0,44.0,0.0196850393700787,e
9368,1.0,3.6,0.0002145,0.033,21.0,58.0,54.0,0.0236220472440945,e
9369,0.2249999999999999,4.6,0.0,0.0,28.0,55.0,54.0,0.145669291338583,e
9370,2.975,5.0,8.075e-05,1.155e-05,31.0,50.0,48.0,0.0354330708661417,e
9371,4.475,5.8,1.785e-05,0.000715,34.0,47.0,44.0,0.0354,e
9372,9.1325,11.0,2.5e-05,0.034,46.0,19.0,14.0,0.031496062992126,e
9373,0.8,9.5,0.0,0.0,41.0,34.0,2.9,0.0393700787401575,d
9374,5.675,5.1,8.075e-05,1.155e-05,32.0,51.0,49.0,0.149606299212598,e
9375,2.85,5.8,8.075e-05,1.155e-05,31.0,49.0,46.0,0.0393700787401575,e
9376,5.675,5.0,8.075e-05,1.155e-05,32.0,51.0,49.0,0.0354330708661417,e
9377,8.725000000000001,7.2,3.66e-05,0.000715,35.0,44.0,42.0,0.031496062992126,e
9378,3.775,6.4,3.0125e-05,0.0,37.0,51.0,50.0,0.110236220472441,e
9379,2.0,6.7,5.0908e-05,0.00048925,33.0,54.0,53.0,0.062992125984252,e
9380,1.825,5.3,3.5300000000000004e-05,0.0,34.0,55.0,52.0,0.0511811023622047,e
9381,2.05,4.6,2.8825000000000003e-05,0.0,36.0,54.0,50.0,0.062992125984252,e
9382,2.6750000000000003,5.2,2.9225e-05,0.0,35.0,53.0,52.0,0.0433070866141732,e
9383,0.525,4.8,3.3458000000000004e-05,0.00048925,36.0,57.0,57.0,0.0,e
9384,2.975,5.2,5.0400000000000005e-05,0.00081,37.0,52.0,50.0,0.0511811023622047,e
9385,0.0,3.6,0.00025725,0.03925,21.0,60.0,59.0,0.031496062992126,e
9386,1.75,5.6,5e-08,0.03025,1.1,60.0,1.7,1.51181102362205,d
9387,1.1,10.2,0.00011575,0.0,11.6,4.4,0.8,0.393700787401575,d
9388,0.0,21.0,1.5e-05,0.0003,15.0,0.5,0.0,0.5,d
9389,0.0,21.0,1.5e-05,0.0003,15.0,0.5,0.0,0.5,d
9390,0.0,17.0,0.0001581,0.00025,28.0,0.5,0.5,0.47244094488189,d
9391,2.225,4.2,5e-05,0.0065,16.1,9.0,8.3,1.25984251968504,c
9392,0.1,0.1,0.0,0.099,0.1,95.5,68.5,0.0,d
9393,0.8,3.2,2.5e-05,0.0075,9.5,76.6,48.9,0.22,e
9394,0.0,0.8,0.0,0.009925,3.3000000000000003,77.2,52.5,0.0196850393700787,d
9395,0.7250000000000001,0.8,3e-05,0.0388499999999999,4.2,85.5,52.5,0.0196850393700787,d
9396,7.2,9.3,0.0005022249999999,0.028735,0.0,72.2,51.9,0.0,c
9397,7.2,9.2,0.000914725,0.094735,0.0,71.8,51.7,0.0,c
9398,0.0,4.5,0.000423875,0.066,22.1,61.375,51.5,0.0511811023622047,d
9399,0.2,4.5,0.0,0.0345,0.1,78.5,65.7,0.01,d
9400,1.8,6.0,5.515e-05,0.0,16.0,58.0,31.0,0.31496062992126,d
9401,1.2,4.8,8.75e-05,0.0,9.5,66.0,36.0,0.32,d
9402,1.8,6.0,5.515e-05,0.0,16.0,58.0,31.0,0.31496062992126,d
9403,2.0,4.0,2.675e-05,0.0,14.0,63.0,43.0,0.169,d
9404,3.1,5.2,0.0,0.0,24.0,51.0,28.0,0.326771653543307,e
9405,0.0,0.001,2.4975e-05,0.0080625,0.0,7.225,7.0,0.0,d
9406,0.0,0.0,0.0002,0.0119125,0.0,7.0,7.0,0.0,e
9407,0.5,0.5,0.0,0.0346425,0.5,96.2,78.0,0.0393700787401575,d
9408,0.55,0.02,0.0,0.012,0.3,81.09,63.5,0.0541338582677165,e
9409,0.025,18.0,5e-05,0.0003,17.0,1.0,1.0,0.236220472440945,c
9410,0.5,3.7,0.00012,0.0,6.5,1.4,0.3,0.4,c
9411,1.5,3.6,0.00012,0.0,6.0,2.4,0.3,0.4,c
9412,2.15,6.7,8.285e-05,0.00023225,4.5,7.4,0.7,0.354330708661417,b
9413,2.025,5.6,0.00012,0.0,8.0,1.6,0.2,0.433070866141732,c
9414,0.0,5.6,0.00012,0.0,8.0,1.0,0.2,0.433070866141732,c
9415,0.775,5.5,5.31e-05,0.0,2.9,3.4,1.7,0.354330708661417,b
9416,3.5,7.6,0.00013165,0.00073225,5.0,8.9,0.8,0.31496062992126,a
9417,2.1500000000000004,7.3,0.0001162,0.00023225,4.7,8.9,0.6,0.31496062992126,b
9418,1.5,7.0,0.0001162,0.00023225,5.0,9.2,1.0,0.354330708661417,b
9419,2.475,6.4,6.62e-05,0.00098225,4.6,7.5,0.6,0.354330708661417,b
9420,0.0,6.4,6.62e-05,0.00098225,4.6,7.5,0.6,0.354330708661417,b
9421,0.5,3.7,0.00012,0.0,6.5,1.4,0.3,0.393700787401575,c
9422,0.85,0.5,6e-05,0.0063514999999999,4.5,3.5,0.1,0.433070866141732,c
9423,1.65,1.4,7.725000000000001e-05,0.0056125,3.0,11.3,0.4,0.354330708661417,c
9424,3.1,7.6,0.000147475,0.00115725,5.2,9.3,1.5,0.39,a
9425,1.775,6.5,3.3e-06,0.00049575,3.0,15.2,1.3,0.354330708661417,b
9426,6.9,35.7,0.0002845,0.037,16.0,33.1,12.9,0.375,d
9427,6.8,21.0,6.950000000000001e-05,0.0005275,17.0,52.0,7.5,0.307086614173228,c
9428,0.0,19.0,0.00024105,0.0,31.7,0.0,0.0,1.45669291338583,e
9429,2.5,10.0,1.9725e-05,0.005925,1.0,75.0,1.6,0.0039370078740157,a
9430,2.4,9.4,0.000132225,0.0112,1.0,74.2,1.0,0.0019685039370078,a
9431,4.8,11.3,0.00021475,0.00159,1.3,68.9,1.1,0.0039370078740157,a
9432,7.7,30.2,0.0,0.0,52.7,6.1,4.3,0.0118110236220472,d
9433,2.0,30.2,0.0,0.0,52.7,6.1,4.3,0.0118,d
9434,7.7,30.2,0.0,0.0,52.7,6.1,4.3,0.0118110236220472,d
9435,0.4,0.8,0.000213,0.033,0.0,10.0,10.0,0.0,c
9436,0.5,0.8,0.000163,0.03,0.0,10.0,10.0,0.0,c
9437,0.7,0.8,0.000163,0.032,0.0,10.0,10.0,0.0,c
9438,0.8,0.7,0.00012,0.03,0.0,8.5,8.5,0.0,b
9439,0.7,0.8,0.000163,0.032,0.0,10.0,10.0,0.0,c
9440,0.6,0.5,0.000114,0.027,0.0,8.1,8.1,0.0,c
9441,0.8,0.7,0.00012,0.03,0.0,8.5,8.5,0.0,b
9442,0.4,0.8,0.000213,0.033,0.0,10.0,10.0,0.0,c
9443,0.8,0.6,0.000143,0.047,0.0,10.4,10.4,0.0,c
9444,0.6,0.5,0.00016,0.037,0.0,11.2,11.0,0.0,d
9445,0.6,0.5,0.00016,0.037,0.0,11.0,11.0,0.0,d
9446,0.9,0.8,0.000208,0.028,0.0,10.0,10.0,0.0,c
9447,0.7,0.5,0.000115,0.009,0.0,10.1,10.1,0.0,c
9448,0.525,0.6,0.0002,0.0,25.2,1.2,0.0,0.826771653543307,d
9449,0.125,0.5,0.0001,0.0,100.0,0.5,0.5,0.0039370078740157,d
9450,2.3,7.2,0.0002275,1.155e-05,30.0,4.3,3.3,0.826771653543307,d
9451,2.425,5.8,5.5275e-05,0.0046475,6.5,25.0,0.4,0.433070866141732,c
9452,2.0,1.8,1.6725e-05,0.015175,2.3,15.8,0.7,0.31496062992126,b
9453,1.625,6.9,0.0,0.0,4.7,45.0,3.8,0.511811023622047,c
9454,0.0,6.9,0.000100025,0.0,15.675,19.200000000000003,3.8,0.511811023622047,c
9455,0.5,5.3,0.0001202,0.00053225,7.6,4.9,0.8,0.354330708661417,c
9456,0.0,0.0,0.0,0.0797875,0.0,81.8,81.8,0.0039370078740157,e
9457,0.025,0.0,1.5e-05,0.0016225,0.0,71.0,71.0,0.0078740157480315,e
9458,0.0,0.0,1.5e-05,0.0391225,0.0,70.0,70.0,0.0078740157480315,e
9459,0.0,0.0,0.0,0.105,0.0,83.5,83.5,0.0078740157480315,e
9460,0.0,0.0,1.5e-05,0.0046225,0.0,73.8,73.8,0.0118110236220472,e
9461,0.0,0.0,0.0,0.138,0.05,86.25,85.7,0.0,e
9462,3.0,6.5,2.675e-05,0.0,19.0,69.0,43.0,0.15748031496063,d
9463,3.1,5.4,0.00011,0.0,27.0,60.0,39.0,0.196850393700787,e
9464,4.0,7.0,4.85e-05,0.0,22.0,66.0,28.0,0.267716535433071,e
9465,4.0,7.0,4.85e-05,0.0,22.0,66.0,28.0,0.268,e
9466,3.0,6.8,0.0,0.0,22.0,66.0,30.0,0.29,e
9467,2.9,7.3,0.0,0.0,22.0,65.0,30.0,0.275590551181102,e
9468,2.9,5.9,7.26e-05,0.006,25.0,63.0,29.0,0.334645669291339,e
9469,2.7,13.0,0.00010625,0.016,27.0,52.0,6.0,0.827,e
9470,3.0,9.0,0.0002405,0.0181540499999999,27.0,55.0,6.4,0.728346456692913,e
9471,3.1,7.4,0.0,0.0135,11.0,77.0,24.0,0.413385826771654,d
9472,2.0,4.7,2.675e-05,0.0,20.0,71.0,40.0,0.31496062992126,e
9473,3.7,4.0,0.0,0.0374749999999999,25.0,61.0,0.6,1.45669291338583,e
9474,3.5,8.3,5.35e-05,0.0021425,21.0,52.0,5.3,0.669291338582677,d
9475,3.4,11.0,0.000187,0.0215115499999999,30.0,50.0,7.9,0.956692913385827,e
9476,2.9,8.6,0.00026725,0.02617905,28.0,57.0,6.9,0.669291338582677,e
9477,2.9,5.2,0.0,0.001035,31.0,56.0,32.0,0.149606299212598,e
9478,4.2,6.8,0.00042075,0.0565,23.0,61.0,43.0,0.06,e
9479,4.2,6.9,0.0003399999999999,0.039,23.0,61.0,42.0,0.0590551181102362,e
9480,0.1,0.5,3.0625e-05,0.0075625,0.5,0.3,0.2,0.002,c
9481,0.05,0.2,0.0,0.0095,0.2,0.08,0.08,0.0016,c
9482,0.5,0.5,3.125e-05,0.0130625,0.5,0.6,0.6,0.002,c
9483,0.5,0.5,3.125e-05,0.0130625,0.5,0.5,0.5,0.002,c
9484,0.5,0.5,3.125e-05,0.0130625,0.5,0.5,0.4,0.002,c
9485,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.00116,a
9486,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0012,b
9487,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0039370078740157,b
9488,0.0,0.0,0.049,0.0069375,0.0,1.0,1.0,0.0039370078740157,c
9489,0.1,0.1,9e-05,0.01525,0.0,5.1,5.0,0.002,b
9490,0.0,0.0,0.049,0.0069375,0.0,1.0,1.0,0.0039370078740157,c
9491,0.0,0.0,0.00010375,0.017,0.0,2.7,2.7,0.0,c
9492,0.95,0.5,0.00012,3.015,0.5,4.9,4.9,0.0039370078740157,d
9493,0.0,0.0,0.049,0.0069375,0.0,1.0,1.0,0.0039370078740157,c
9494,0.0,0.0,0.049,0.0069375,0.0,1.0,1.0,0.0039370078740157,c
9495,0.0,0.0,6.9375e-05,0.01475,0.0,4.9,12.4,0.0039370078740157,a
9496,0.0,0.01,0.000127,0.016,0.01,4.0,4.0,0.002,d
9497,0.975,0.5,0.0005687725,0.0053,0.5,6.6,6.6,0.0039370078740157,d
9498,0.075,0.2,0.0002322725,0.01335,0.2,6.76,6.76,0.00157,d
9499,0.0,0.5,3.85225e-05,0.019875,0.5,6.3,6.3,0.003,d
9500,0.125,0.5,3.85225e-05,0.01075,0.5,6.4,6.4,0.0039370078740157,d
9501,0.425,0.5,0.0005687724999999,0.0053,0.5,6.8,6.7,0.0039370078740157,d
9502,0.125,0.5,0.00096125,0.024,0.5,6.2,6.2,0.0039370078740157,d
9503,1.075,0.5,0.0005687724999999,0.00475,0.5,6.8,6.8,0.0039370078740157,e
9504,0.125,0.5,0.0006414999999999,0.01925,0.5,7.1,7.1,0.001,e
9505,0.0,0.5,3.85225e-05,0.00775,0.5,6.5,6.5,0.0,a
9506,0.125,0.5,0.000985,0.028,0.5,6.1,6.0,0.0019685039370078,d
9507,0.125,0.5,0.000985,0.028,0.5,6.1,6.0,0.0039370078740157,d
9508,0.0,0.0,0.000127,0.016,0.0,3.9,3.9,0.015748031496063,d
9509,0.0,0.0,0.000152,0.0162749999999999,0.0,3.8,3.8,0.0039370078740157,d
9510,0.25,0.5,0.00041525,0.0155,0.5,8.0,8.0,0.0039370078740157,e
9511,0.125,0.5,0.000985,0.0292499999999999,0.5,6.0,6.0,0.0039370078740157,d
9512,0.175,0.5,0.0005687725,0.01075,0.5,6.5,6.5,0.0039370078740157,d
9513,0.0,0.0,0.000127,0.016,0.0,3.9,3.9,0.0039370078740157,d
9514,0.0,0.0,0.049,0.0069375,0.0,1.0,1.0,0.0039370078740157,c
9515,0.0,0.0,0.000166075,0.016275,0.0,4.1,3.8,0.0039370078740157,d
9516,0.0,0.0,6e-05,0.02075,0.0,12.2,12.1,0.0039370078740157,e
9517,0.0,0.0,0.000152,0.0162749999999999,0.0,3.8,3.8,0.0039370078740157,d
9518,0.0,0.0,9e-05,0.01225,0.05,5.0,5.0,0.0039370078740157,d
9519,0.175,0.5,0.0003750225,0.01075,0.5,6.4,6.48,0.0,d
9520,0.0,0.0,0.000109075,0.01825,0.0,4.025,3.9,0.0039370078740157,d
9521,3.9,3.9,9.84e-05,0.011525,4.4,3.2,1.0,0.0393700787401575,a
9522,2.3,1.5,0.00010155,0.00518,4.2,5.6,4.6,0.015748031496063,a
9523,1.275,1.5,0.00010275,0.00738,5.0,7.5,4.0,0.0039370078740157,a
9524,9.5,4.5,0.0002055499999999,0.03655,1.8,10.0,0.7,0.0275590551181102,a
9525,6.2,3.8,0.00010025,0.0416,4.2,4.1,4.1,0.0039370078740157,a
9526,0.0,28.0,0.000217,0.0,28.0,2.0,0.5,0.236220472440945,d
9527,0.0,28.0,0.0001635,0.0,28.0,0.01,0.0,0.295275590551181,d
9528,0.0,24.0,0.000235,0.0,25.0,1.2,0.5,0.708661417322835,d
9529,0.0,28.0,0.000217,0.0,28.0,2.0,0.5,0.236220472440945,d
9530,0.375,25.0,0.000235,0.0,24.0,1.0,1.0,0.78740157480315,d
9531,0.6,28.0,0.0001635,0.0,29.0,1.5,1.5,0.590551181102362,d
9532,2.5,23.0,0.0003875,0.0,29.0,2.0,1.0,0.708661417322835,d
9533,6.375,24.0,0.0002044999999999,0.0,26.5,4.0,4.0,0.748031496062992,d
9534,0.0,27.0,0.00013375,0.0,32.0,0.0,0.0,0.318897637795276,d
9535,0.125,23.6,0.0002409,0.0,35.3,1.2,0.0,0.566929133858268,d
9536,0.375,25.0,3.5e-05,0.0,21.0,4.5,0.7,0.551181102362205,d
9537,0.15,20.0,0.00013355,0.003225,21.0,1.2,0.5,0.78740157480315,d
9538,0.45,1.4,2.4825e-05,0.0055,0.4,2.2,0.0,0.0354,a
9539,0.775,0.8,5.225e-05,0.008505,0.1,1.8,1.8,0.0236220472440945,a
9540,1.2,5.7,4.995e-05,0.0,9.2,3.9,1.6,0.24,a
9541,2.71,0.87,7.6625e-05,0.00805,2.32,7.05,4.41,0.0161,a
9542,4.075,1.4,0.0008,0.001,32.0,1.0,0.5,1.11023622047244,d
9543,3.075,1.8,0.00051,0.01875,17.1,10.6,1.9,0.590551181102362,c
9544,0.0,6.0,4.5825e-05,0.0018,16.0,19.0,1.9,0.496,d
9545,0.625,0.8,6.2925e-05,0.016925,0.5,1.6,0.5,0.393700787401575,a
9546,0.0,0.7,3e-05,0.033,0.275,11.0,8.0,0.0,c
9547,0.01,0.2,0.00017,0.0204999999999999,0.1,10.5,10.4,0.0275590551181102,e
9548,3.0250000000000004,14.5,2.5e-05,0.0,29.0,1.5,0.0,0.649606299212598,e
9549,0.0,14.0,0.00010525,0.0,30.0,1.2,0.0,0.661417322834646,e
9550,0.0,7.1,0.00034975,0.0682,4.9,79.1,27.2,0.322834645669291,d
9551,2.1,5.5,0.0,0.024975,32.0,56.0,4.0,0.779527559055118,d
9552,4.0,6.7,6.825e-05,0.0,22.1,64.8,32.2,0.23,e
9553,5.1,7.1,6.825e-05,0.006,23.3,60.8,33.0,0.275590551181102,e
9554,2.475,6.3,4.85e-05,0.0,20.1,67.2,30.1,0.271653543307087,e
9555,3.9,6.7,2.675e-05,0.017,17.5,68.6,36.3,0.21,e
9556,2.4,6.0,2.675e-05,0.0,18.0,70.3,36.1,0.22,e
9557,2.2,6.4,0.0,0.0,19.2,66.5,30.6,0.32,e
9558,4.1,6.5,6.825e-05,0.0,22.8,64.1,33.6,0.23,e
9559,2.6,5.4,0.0001148999999999,0.0080275,13.3,70.9,38.9,0.28,e
9560,2.7,6.1,0.0,0.0,21.6,67.5,33.0,0.26,e
9561,0.6,7.1,0.00011725,0.0725,4.9,79.1,27.2,0.322834645669291,d
9562,3.9,6.7,2.675e-05,0.017,17.5,68.6,36.3,0.21,e
9563,2.5,5.4,0.000107,0.0075,8.4,75.8,37.7,0.22,d
9564,3.4,7.3,0.0,0.017,18.4,67.2,31.3,0.244094488188976,e
9565,3.8,7.2,0.0,0.0,18.0,68.0,32.7,0.2,d
9566,2.4,5.5,0.0,0.0,17.1,72.1,34.2,0.2,e
9567,1.025,5.5,0.0004494,0.0075,8.6,72.8,36.0,0.208661417322835,d
9568,3.9,6.7,2.675e-05,0.017,17.5,68.6,36.3,0.21,e
9569,2.5,5.4,0.000107,0.0075,8.4,75.8,37.7,0.22,d
9570,2.625,6.5,0.0,0.018,17.0,69.8,32.0,0.192913385826772,e
9571,3.9,6.7,2.675e-05,0.017,17.5,68.6,36.3,0.21,e
9572,2.5,5.4,0.000107,0.0075,8.4,75.8,37.7,0.22,d
9573,3.075,6.5,0.0,0.0,20.6,67.9,32.1,0.236220472440945,e
9574,0.0,6.2,0.0,0.0,21.6,66.5,31.1,0.263779527559055,e
9575,3.7,5.0,7.5e-05,0.0075,12.9,72.8,38.3,0.291338582677165,e
9576,3.7,5.0,7.5e-05,0.0075,12.9,72.8,38.3,0.291338582677165,e
9577,2.175,6.2,0.0,0.0,21.6,66.5,31.1,0.263779527559055,e
9578,0.825,6.9,6.825e-05,0.0,20.5,66.0,35.6,0.236220472440945,e
9579,1.025,5.5,0.0004494,0.0075,8.6,72.5,35.8,0.200787401574803,d
9580,1.75,6.4,0.0,0.018,16.7,70.0,32.6,0.0,e
9581,1.15,5.8,0.0,0.0,24.7,64.2,32.0,0.196850393700787,e
9582,0.6,7.1,0.00011725,0.0725,4.9,79.1,27.2,0.322834645669291,d
9583,0.0,7.1,0.00034975,0.0682,4.9,79.1,27.2,0.322834645669291,d
9584,0.825,7.0,1.25e-05,0.034,14.7,70.3,35.4,0.326771653543307,e
9585,4.2,7.4,0.000113,0.0,16.3,66.7,21.3,0.31496062992126,d
9586,0.75,5.6,6.825e-05,0.001035,27.1,62.9,36.1,0.220472440944882,e
9587,2.5,7.5,0.0,0.0,15.0,70.0,2.5,0.748031496062992,d
9588,0.0,10.0,8.25e-05,0.0,2.5,40.8,1.8,0.0019685039370078,a
9589,3.0,15.0,4.485e-05,0.0,5.0,64.0,2.6,0.047244094488189,a
9590,3.0,15.0,4.485e-05,0.0,5.0,64.0,2.6,0.047244094488189,a
9591,3.0,15.0,4.485e-05,0.0,5.0,64.0,2.6,0.047244094488189,a
9592,2.9,15.0,2.37e-05,0.0005,5.0,67.0,2.6,0.05,a
9593,3.0,15.0,4.485e-05,0.0,5.0,64.0,2.6,0.047244094488189,a
9594,31.8,3.6,0.0004779999999999,0.0685,1.1,57.0,25.7,0.149606299212598,b
9595,3.0,1.5,0.0001167499999999,0.0425,0.6,36.0,34.9,0.0551181102362205,e
9596,33.8,3.4,0.00021275,0.0685,1.0,46.3,26.0,0.102362204724409,e
9597,0.0,19.7,0.0,0.004675,26.075,0.6499999999999999,0.7,1.64566929133858,e
9598,0.025,15.5,0.000219,0.0,23.0,0.34,0.34,0.468503937007874,d
9599,0.25,22.0,0.0,0.000275,4.7,0.5,0.5,0.377952755905512,b
9600,0.875,11.6,4.3200000000000007e-05,0.000275,5.2,5.3,1.5,0.401574803149606,b
9601,0.0,29.5,0.0,0.0,15.2,0.8,0.5,2.04724409448819,e
9602,0.5,29.5,0.0,0.0,15.2,0.8,0.5,2.04724409448819,e
9603,2.3,9.8,0.00011575,0.0,7.4,3.3,1.6,0.803149606299213,d
9604,1.925,6.8,0.00514625,0.006035,59.2,2.5,1.5,0.0393700787401575,d
9605,0.925,7.0,0.00514625,0.006035,59.0,3.5,2.5,0.492125984251969,e
9606,1.025,9.2,7.765e-05,0.00625,3.9,8.0,4.26,0.511811023622047,b
9607,0.25,19.7,0.0002357999999999,0.0,29.7,0.7,0.6,1.45669291338583,e
9608,0.0,7.5,5.415e-05,0.0,56.1,2.2,0.9,0.503937007874016,e
9609,4.025,11.0,0.00016075,0.0,7.0,2.4,0.89,0.346456692913386,b
9610,0.0,22.4,3e-05,0.0,12.0,0.51,0.44,1.0,d
9611,0.0,7.5,0.00054625,0.001035,56.1,2.2,0.9,0.511811023622047,e
9612,0.0,29.0,0.0,0.0,17.0,0.7,0.0,1.65354330708661,e
9613,1.925,7.1,0.00034625,0.001035,56.8,2.7,1.5,0.366141732283465,e
9614,0.0,7.5,0.00054625,0.001035,56.1,2.2,0.9,0.503937007874016,e
9615,0.0,7.5,0.00054625,0.001035,56.1,2.2,0.9,0.503937007874016,e
9616,0.0,7.5,0.00054625,0.001035,56.1,2.2,0.9,0.503937007874016,e
9617,2.425,5.9,0.00074875,0.002,50.0,2.1,0.9,0.433070866141732,e
9618,0.0,33.0,8.025e-05,0.0,5.4,0.0,0.0,0.62992125984252,c
9619,0.0,29.0,0.0,0.0,14.875,0.35,0.0,1.65354330708661,e
9620,0.125,22.4,3e-05,0.0,12.0,0.51,0.44,1.0,d
9621,0.0,7.5,0.00054625,0.001035,56.1,2.2,0.9,0.503937007874016,e
9622,2.425,5.9,0.00074875,0.002,50.0,2.1,0.9,0.448818897637795,e
9623,0.5,29.5,0.0,0.0,15.2,0.8,0.5,2.00787401574803,e
9624,0.0,20.8,8.925e-06,0.0,10.8,0.5,0.5,1.0,d
9625,1.875,7.8,0.000251375,0.00078,13.5,32.8,6.1,0.748031496062992,d
9626,2.425,5.9,0.00074875,0.002,50.0,2.1,0.9,0.448818897637795,e
9627,1.925,6.8,0.00514625,0.006035,59.0,2.5,1.5,0.0393700787401575,d
9628,0.0,19.7,0.0002357999999999,0.0,29.7,0.7,0.6,1.45669291338583,e
9629,0.25,22.5,8.925e-06,0.0,6.4,0.5,0.1,1.18110236220472,d
9630,4.0,8.4,0.000132225,0.0070149999999999,1.1,70.9,0.7,0.0,a
9631,3.5,10.0,0.0001125,0.0,1.3,72.0,1.5,0.0,a
9632,3.9,9.3,0.000132225,0.0070149999999999,1.1,71.7,0.7,0.0039370078740157,a
9633,3.5,10.0,0.0001125,0.0,1.3,72.0,1.5,0.0,a
9634,4.6,10.3,0.000115375,0.00484,3.4,66.6,0.8,0.0078740157480315,a
9635,6.2,10.5,1.3125e-05,0.00375,2.9,65.9,0.8,0.0,a
9636,3.5,10.0,0.0001125,0.0,1.3,72.0,1.5,0.0,a
9637,3.9,10.1,0.00021475,0.00109,1.1,71.5,0.7,0.0,a
9638,3.9,9.7,0.00021475,0.00109,1.1,71.0,0.7,0.002,a
9639,3.5,10.0,0.0001125,0.0,1.3,72.0,1.5,0.0,a
9640,3.9,9.7,0.00021475,0.00109,1.1,70.4,0.7,0.002,a
9641,3.9,10.1,0.00021475,0.00109,1.1,72.0,0.7,0.0,a
9642,3.9,10.1,0.0001125,0.0,1.0750000000000002,71.875,0.7,0.0,a
9643,3.9,10.1,0.00021475,0.00109,1.1,72.0,0.7,0.0,a
9644,3.8,9.8,4.5e-05,0.0,10.3,17.125,1.5,0.47244094488189,a
9645,3.3,11.4,0.000125,0.0,1.9,67.9,9.8,0.590551181102362,c
9646,3.8,7.9,0.0,0.0,1.2,71.6,4.2,0.590551181102362,b
9647,8.3,12.4,1.155e-05,0.0015,1.8,65.0,2.0,0.002,a
9648,3.6,11.7,0.00021475,0.00109,1.1,68.6,1.1,0.65,c
9649,4.0,14.2,4.485e-05,0.0,4.5,65.4,5.7,0.68,c
9650,3.7,17.8,0.000240575,0.02135,4.5,62.0,14.5,0.708661417322835,c
9651,5.3,14.4,1.3125e-05,0.0,9.5,58.8,2.0,0.78,c
9652,3.2,15.7,0.00010225,0.00159,3.4,67.5,1.4,0.008,a
9653,2.9,17.3,8.115e-05,0.009,5.1,64.4,13.4,0.662,b
9654,3.7,14.0,0.000115375,0.00159,3.2,65.6,0.6,0.47244094488189,a
9655,2.7,7.8,3.75e-05,0.00375,21.2,48.7,1.1,0.590551181102362,e
9656,2.9,9.2,0.0,0.0,1.9,70.0,11.8,0.827,d
9657,4.3,11.5,3.945e-05,0.034,7.825,61.5,12.2,0.511811023622047,c
9658,5.1,10.8,0.000200625,0.0003374999999999,12.95,44.74,3.4,1.10233858267717,c
