,fiber_100g,proteins_100g,vitamin-a_100g,vitamin-c_100g,fat_100g,carbohydrates_100g,sugars_100g,sodium_100g,nutrition_grade_fr
30000,1.175,3.7,0.00010585,0.0006625,3.3,19.0,16.0,0.0393700787401575,c
30001,1.375,1.2,0.0004,0.008275,30.0,2.5,2.5,0.0,d
30002,0.0,3.15,0.00012,0.003125,1.55,4.7,4.5,0.0393700787401575,a
30003,0.0,3.15,3.5675e-05,0.0007675,3.5,4.7,4.5,0.0393700787401575,b
30004,0.0,3.2,7.56e-05,0.0003815,3.6,4.6,1.26,0.0393700787401575,b
30005,0.0,3.2,0.00012,0.003125,1.6,4.7,4.5,0.0393700787401575,a
30006,0.0,3.2,0.00012,0.003125,1.6,4.7,4.5,0.0393700787401575,a
30007,5.0,7.3,0.0005214,0.0377,7.6,76.0,28.8,0.2,c
30008,7.2,7.3,0.0001565,0.053125,7.6,72.8,24.9,0.0236220472440945,c
30009,6.8,9.2,7.5e-05,0.064425,1.4,76.0,11.8,0.433070866141732,b
30010,5.5,5.7,0.0003744,0.0292249999999999,7.1,69.5,30.3,0.318897637795276,d
30011,5.6,7.2,0.0001565,0.079875,7.5,74.8,25.0,0.02,c
30012,5.9,8.4,0.00046025,0.0521,4.8,76.0,37.0,0.1,c
30013,6.8,9.2,7.5e-05,0.064425,1.4,76.0,11.8,0.448818897637795,b
30014,6.5,7.3,0.00014575,0.0611749999999999,2.5,74.4,26.1,0.338582677165354,c
30015,6.2,8.1,8.5e-05,0.050675,4.5,75.8,28.8,0.149606299212598,c
30016,0.0,7.8,0.00049875,0.003,19.475,66.125,25.0,0.196850393700787,d
30017,5.2,6.6,0.0002125,0.017,12.9,60.1,29.0,0.18503937007874,d
30018,6.3,8.6,0.00013575,0.09725,1.3,77.2,17.2,0.448818897637795,c
30019,6.2,8.5,6.075e-05,0.07575,6.3,72.7,19.2,0.385826771653543,c
30020,5.3,6.9,0.00041975,0.0725,3.2,78.9,24.3,0.32,c
30021,8.7,10.4,7.5e-05,0.000725,8.0,66.4,20.7,0.437007874015748,c
30022,9.0,10.3,7.5e-05,0.000725,8.0,65.9,19.9,0.393700787401575,c
30023,7.4,8.4,0.00014575,0.065,2.9,75.1,24.4,0.417322834645669,c
30024,8.9,8.4,0.00013575,0.08,1.4,73.4,17.2,0.5,c
30025,5.3,6.9,0.0003025,0.044,3.1,79.3,25.2,0.381889763779527,c
30026,5.2,6.9,0.00041975,0.0725,3.2,79.1,24.2,0.330708661417323,c
30027,4.0,7.4,1.25e-05,0.017,12.9,63.4,30.0,0.196850393700787,d
30028,2.1,6.6,1.25e-05,0.018,12.9,65.3,30.0,0.25,d
30029,2.9,7.4,0.0,0.0,13.9,61.8,27.7,0.2,d
30030,8.7,7.8,0.00014575,0.0444249999999999,4.0,74.0,25.2,0.196850393700787,c
30031,5.4,7.5,0.0005214,0.0624,7.4,75.7,28.7,0.196850393700787,d
30032,6.2,8.1,0.000219,0.042425,4.5,75.8,28.8,0.149606299212598,c
30033,7.2,7.3,0.000359,0.02425,7.6,72.8,24.9,0.0236220472440945,c
30034,5.2,6.7,0.000294,0.059425,2.4,76.4,30.2,0.4,c
30035,0.575,15.0,2.19e-05,0.0003,14.0,0.9,0.9,0.669291338582677,d
30036,0.575,15.0,7.35e-05,0.0003,17.0,0.9,0.9,0.905511811023622,d
30037,0.575,15.0,7.35e-05,0.0003,17.0,0.9,0.9,0.905511811023622,d
30038,1.425,12.0,8.557499999999999e-05,0.0169,18.0,3.4,1.0,0.826771653543307,d
30039,0.0,14.0,9.0575e-05,0.0169,17.0,1.3,0.8,0.944881889763779,d
30040,1.925,12.0,0.0001335,0.0,21.0,1.2,1.2,1.02362204724409,e
30041,0.65,13.0,0.0001335,0.0,20.0,0.7,0.7,0.78740157480315,d
30042,0.0,14.9,1.5e-05,0.0003,14.2,0.9,0.9,0.669291338582677,d
30043,2.55,6.4,0.00036685,0.000425,12.0,2.3,0.8,0.905511811023622,d
30044,2.55,6.4,0.00036685,0.000425,12.0,2.3,0.8,0.905511811023622,d
30045,6.1,12.0,1.3125e-05,0.00375,2.6,64.5,0.3,0.0078740157480315,a
30046,1.225,19.0,0.0,0.0,4.5,2.0,2.0,0.984251968503937,d
30047,0.55,19.0,0.0,0.0,3.7,2.2,2.2,0.866141732283465,d
30048,0.15,19.0,0.0,0.004675,5.4,0.7,0.7,1.02362204724409,d
30049,0.0,4.28,0.0,0.00125,20.525,34.425,27.2,0.0,e
30050,0.0,0.5,5e-05,0.0015,0.8,52.0,47.9,0.0118110236220472,d
30051,0.0,0.0,2.4975e-05,0.0325,0.225,82.0,75.0,0.0078740157480315,e
30052,0.15,0.05,0.0,0.011,0.1,0.2,0.05,0.0196850393700787,b
30053,0.15,0.05,0.0,0.011,0.1,0.2,0.05,0.0196850393700787,b
30054,2.2,5.5,7.5e-06,0.0,3.9,2.9,0.5,0.228346456692913,b
30055,1.85,3.5,0.00012,0.050075,1.0,2.6,1.5,0.275590551181102,b
30056,2.225,4.4,0.0,0.0,3.5,1.3,0.8,0.433070866141732,b
30057,5.35,16.0,2.655e-05,0.000275,6.3,4.1,3.6,0.393700787401575,c
30058,0.975,9.0,7.8975e-05,0.000625,7.1,6.4,2.0,0.47244094488189,c
30059,0.025,15.0,0.000219,0.0,23.0,1.2,0.4,0.393700787401575,d
30060,1.425,12.0,0.00011575,0.0,8.4,4.2,1.3,0.433070866141732,c
30061,0.0,14.0,8.557499999999999e-05,0.0169,16.0,1.2,1.2,0.62992125984252,d
30062,3.375,21.5,8.925e-06,0.0,9.11,0.5,0.5,1.49606299212598,d
30063,0.15,18.0,1.5825e-05,0.0,9.6,0.5,0.0,0.905511811023622,d
30064,1.1,1.11,5e-05,0.0015,0.54,49.43,48.26,0.161417322834646,d
30065,0.5,0.53,3.25e-05,0.0196749999999999,0.33,12.7,12.7,0.0051181102362204,e
30066,0.375,1.0,0.0001839749999999,0.013765,0.2,28.7,27.4,0.0,c
30067,8.6,16.4,0.0,0.0003,63.5,5.5,5.0,0.0196850393700787,c
30068,8.6,16.4,0.0,0.0003,63.5,5.5,5.0,0.0196850393700787,c
30069,7.0,25.8,0.0,0.0,58.5,5.6,4.7,0.0196850393700787,c
30070,12.0,21.8,0.0,0.0,58.3,5.1,4.6,0.0078740157480315,c
30071,12.0,21.8,0.0,0.0,58.5,5.1,4.6,0.0078740157480315,c
30072,7.6,28.0,0.0,0.0,48.8,12.8,5.9,1.18110236220472e-05,c
30073,7.6,28.0,0.0,0.0,48.8,12.8,5.9,0.0118110236220472,c
30074,3.0,21.25,0.0,0.0,45.0,26.5,7.33,0.0011,d
30075,6.0,11.6,0.0,0.0008825,45.4,39.5,26.8,0.015748031496063,c
30076,6.1,18.7,0.0,0.0008825,40.4,45.6,27.2,0.015748031496063,c
30077,5.4,17.4,0.0,0.0008825,40.9,38.1,27.4,0.0196850393700787,d
30078,4.1,11.1,0.000145,0.01775,33.275,38.025,34.9,0.0826771653543307,e
30079,4.1,11.1,0.0,0.0008825,41.3,39.8,34.9,0.0826771653543307,e
30080,8.3,12.1,0.0,0.0,49.7,44.4,29.0,0.012,d
30081,5.6,9.1,0.0,0.0008825,44.2,30.2,29.0,3e-05,d
30082,8.5,13.1,0.0,0.0008825,45.3,38.0,27.5,0.031496062992126,d
30083,7.7,11.0,0.0,0.0,43.9,30.9,29.1,0.04,d
30084,0.0,0.1,0.0,0.0191975,0.9,75.0,75.0,0.0,d
30085,5.2,11.8,0.0,0.0008825,43.3,36.2,30.5,6.69291338582677e-05,d
30086,12.0,21.8,0.0,0.0,58.3,5.1,4.6,0.0078740157480315,c
30087,7.0,25.8,0.0,0.0,57.0,13.0,4.7,0.0196850393700787,c
30088,8.6,16.4,0.0,0.0,46.125,11.7,5.0,0.0196850393700787,c
30089,7.0,25.2,0.0,0.0003,61.6,2.5,1.1,0.0,d
30090,0.2,0.0,0.0,0.213225,0.0,99.3,99.3,0.0003937007874015,d
30091,7.0,25.2,0.0,0.0003,61.6,2.5,1.1,0.0039370078740157,d
30092,7.0,25.2,0.0,0.0003,61.6,2.5,1.1,0.0,d
30093,9.1,24.3,0.0,0.0,54.4,16.0,2.2,0.00373,d
30094,9.1,24.3,0.0,0.0003,60.4,2.2,1.1,0.0039370078740157,d
30095,9.8,23.2,0.0,0.0,52.0,3.9,0.4,2.58267716535433,e
30096,0.0,23.7,0.0,0.0,47.5,17.9,17.9,2.17,e
30097,3.6,23.5,0.0,0.0,47.5,17.9,0.4,2.17,e
30098,7.7,11.0,0.0,0.0,43.9,30.9,29.1,0.04,d
30099,8.3,12.1,0.0,0.0008825,42.0,34.4,29.0,0.015748031496063,d
30100,7.6,28.0,0.0,0.0,48.8,12.8,5.9,0.0118110236220472,c
30101,8.2,12.0,0.0,0.0003,61.6,10.5,7.4,0.0019685039370078,c
30102,6.7,27.6,0.0,0.0,53.8,7.4,4.8,0.0,c
30103,18.9,4.9,7.025e-05,0.0336,4.0,65.4,38.1,0.0066929133858267,a
30104,30.8,22.3,0.0001325,0.0432749999999999,21.0,12.4,0.3,0.0295275590551181,c
30105,5.0,24.1,0.0,0.0,57.3,9.6,4.5,0.0118110236220472,c
30106,3.6,7.7,0.00031425,0.05,20.3,57.9,56.0,0.0393700787401575,d
30107,0.0,0.1,0.0,0.0191975,0.9,75.0,75.0,0.0,d
30108,5.4,12.6,1.875e-05,0.0,39.3,39.5,37.4,0.0590551181102362,d
30109,6.7,27.6,0.0,0.0,53.8,7.4,4.8,0.0,c
30110,4.3,9.0,0.00031425,0.05,19.8,57.0,54.3,0.0196850393700787,d
30111,0.25,20.0,0.00030455,0.00025,28.0,0.5,0.5,0.708661417322835,d
30112,0.0,14.0,0.000134,0.0,27.0,0.5,0.5,1.14173228346457,d
30113,0.0,20.5,0.00030455,0.00025,27.0,0.5,0.5,0.728346456692913,d
30114,1.275,4.0,6.535e-05,0.000445,10.0,15.5,2.0,0.0669291338582677,e
30115,0.0,29.7,8.025e-05,0.0,13.0,2.6,0.5,1.18110236220472,d
30116,2.375,7.0,0.00058,0.0,54.0,2.9,0.8,0.708661417322835,e
30117,1.2000000000000002,1.07,0.0,0.0006675,1.3,62.5,52.0,0.0039370078740157,d
30118,0.5,24.0,0.0,0.000275,3.0,1.0,1.0,1.96850393700787,d
30119,3.0,10.6,0.0003849,0.018725,10.3,71.9,33.4,0.031496062992126,c
30120,3.9,5.8,0.0001565,0.018,14.0,70.0,28.0,0.236220472440945,d
30121,3.5,9.8,0.0,0.0031,7.4,73.0,6.6,0.49,c
30122,3.7,12.0,0.0,0.0010725,13.0,73.0,1.7,0.799212598425197,d
30123,3.5,9.8,0.0,0.0031,7.4,73.0,6.6,0.49,c
30124,5.3,13.0,1.3125e-05,0.0,8.6,67.0,3.5,0.62992125984252,c
30125,4.5,12.0,0.000535,0.0,5.8,72.0,2.6,0.61,c
30126,3.4,12.0,0.0,0.0,6.1,74.0,5.3,0.0393700787401575,a
30127,4.1,6.8,6.22e-05,0.0,22.0,60.0,18.5,0.137795275590551,d
30128,3.7,11.0,0.0,0.0031,8.9,70.0,6.5,0.570866141732283,c
30129,7.8,15.0,8.115e-05,0.0098575,6.0,63.0,7.7,0.551181102362205,c
30130,3.5,12.0,0.00036695,0.00305,14.0,65.0,9.9,0.425196850393701,d
30131,4.7,13.0,0.0,0.0031,6.6,70.0,3.1,0.610236220472441,c
30132,3.8,12.0,1.3125e-05,0.0031,7.8,70.0,4.4,0.66,c
30133,4.3,12.0,0.000535,0.0,6.4,72.0,3.5,0.582677165354331,c
30134,5.9,8.5,8.825e-06,0.0,4.7,50.0,4.0,0.723,c
30135,3.5,10.5,0.0,0.0,8.6,72.0,11.0,0.433070866141732,d
30136,4.6,12.0,6.075e-05,0.091875,7.1,75.0,22.0,0.350393700787402,d
30137,3.7,5.0,0.0001925,0.018,12.0,72.0,26.0,0.197,c
30138,4.33,5.29,4.85e-05,0.006,19.2,62.5,26.4,0.0,d
30139,4.1,6.8,6.22e-05,0.0,22.0,60.0,18.5,0.137795275590551,d
30140,4.0,5.5,0.000113,0.0,16.0,64.0,24.0,0.13,d
30141,3.9,6.1,0.0,0.000555,16.0,44.5,3.1,0.559055118110236,d
30142,1.6,5.7,0.0002165,0.00423,22.9,37.0,0.7,0.393700787401575,d
30143,1.5,7.3,4.5e-05,0.0008049999999999,18.7,33.8,5.4,0.826771653543307,e
30144,1.8,7.4,1.875e-05,0.000325,19.9,39.6,13.9,0.8,e
30145,2.5,6.0,0.0003975,0.0057,5.075,60.0,2.0,1.22047244094488,c
30146,1.0,5.5,7.075e-05,0.00375,15.8,53.2,18.1,0.145669291338583,d
30147,2.2,6.7,2.2325e-05,0.0039,3.0,29.4,2.8,0.322834645669291,a
30148,2.4,6.4,2.2325e-05,0.0039,2.9,27.9,2.9,0.4,a
30149,2.975,6.6,8.825e-06,0.0,6.7,46.1,0.0,0.59,c
30150,2.55,8.6,3.125e-05,0.0028,3.8,42.8,2.1,0.551181102362205,c
30151,1.6,5.7,0.0002165,0.00423,22.9,37.0,0.7,0.393700787401575,d
30152,1.0,6.0,8.25e-05,0.00423,18.0,39.0,2.0,0.393700787401575,d
30153,0.0,7.0,0.0,0.0,3.7,45.3,0.98,0.669291338582677,c
30154,4.0,2.5,8.25e-05,0.007455,19.6,36.8,1.0,0.385826771653543,d
30155,9.0,2.1,0.0,0.0,10.1,50.7,2.5,0.574803149606299,c
30156,2.1,2.0,8.825e-06,0.0,8.1,48.2,0.8,0.444881889763779,c
30157,1.4,6.9,0.0001632499999999,0.00456655,21.4,38.9,5.5,0.570866141732283,e
30158,2.4,7.0,1.7100000000000002e-05,0.0308425,0.6,38.0,0.6,0.511811023622047,b
30159,2.7,6.7,1.7100000000000002e-05,0.03103,1.2,38.0,0.6,0.492125984251968,b
30160,2.0,6.0,2.2325e-05,0.0039,3.4,30.4,2.7,0.885826771653543,c
30161,2.0,9.0,0.0,3.75e-05,1.1,60.0,4.0,0.31496062992126,a
30162,0.0,23.0,8.925e-06,0.0,8.4,0.6,0.5,1.26,d
30163,0.0,21.8,8.925e-06,0.0,7.5,2.7,0.4,1.181,d
30164,0.125,20.0,8.925e-06,0.004675,6.0,0.3,0.3,0.0393700787401575,a
30165,0.0,22.0,8.925e-06,0.0,7.6,0.3,0.3,1.10236220472441,d
30166,0.125,22.0,8.925e-06,0.0,6.0,0.5,0.4,1.10236220472441,d
30167,0.25,19.6,1.5e-05,0.0003,15.2,0.5,0.5,1.82677165354331,d
30168,0.0,0.0,2.5e-05,0.012,0.0,7.4725,0.0,1.18110236220472,c
30169,0.0,23.0,8.925e-06,0.0,6.0,0.3,0.3,1.18110236220472,d
30170,0.25,23.3,0.0,0.0,6.0,0.5,0.5,1.181,d
30171,0.0,23.0,8.925e-06,0.0,6.0,0.3,0.3,1.181,d
30172,0.25,5.1,7.7e-05,0.017,5.3,52.5,26.5,0.236220472440945,d
30173,1.0,0.3,0.00012,0.0165,0.6,11.0,10.0,0.0393700787401575,a
30174,1.0,0.5,0.00012,0.0144999999999999,0.5,11.0,11.0,0.0393700787401575,a
30175,1.0,0.6,4.5e-05,0.016975,0.5,14.0,13.0,0.0393700787401575,a
30176,1.0,0.5,0.00012,0.0144999999999999,0.5,11.0,11.0,0.0393700787401575,a
30177,0.0,17.0,0.0001115,0.0,22.0,1.0,1.0,0.62992125984252,d
30178,0.15,19.0,0.00018,0.003225,22.0,1.0,1.0,0.590551181102362,d
30179,0.0,19.4,0.0001064999999999,0.003225,21.0,0.0,0.0,0.62992125984252,d
30180,0.0,0.02,0.0,0.004275,0.3,85.89,61.3,0.0049212598425196,e
30181,3.25,12.8,8.557499999999999e-05,0.0169,15.2,1.6,1.5,0.31496062992126,d
30182,3.55,3.7,0.0003325,0.00875,22.0,8.1,3.9,0.62992125984252,d
30183,0.7024999999999999,6.3,0.00013025,0.034,7.3,66.5,37.3,0.0,d
30184,3.0250000000000004,6.5,5.4825e-05,0.0,15.6,45.2,28.7,0.0,e
30185,2.025,6.8,3.0125e-05,0.0,36.8,51.2,50.9,0.0,e
30186,0.0,7.3,5.54e-05,0.0090275,36.475,49.975,45.0,0.0669291338582677,e
30187,0.0,7.5,9.2825e-05,0.0,35.275,47.825,40.0,0.0039370078740157,e
30188,4.75,7.0,1.875e-05,0.0,37.0,41.0,40.0,0.0,e
30189,3.475,8.2,1.875e-05,0.0008825,40.0,40.0,35.0,0.015748031496063,e
30190,10.15,8.3,0.0,0.0,42.0,36.0,32.0,0.0118110236220472,e
30191,0.0,7.8,0.0001419,0.0205275,25.9,55.75,43.0,0.208661417322835,e
30192,1.775,7.5,3.75e-05,0.0,42.0,45.0,45.0,0.0590551181102362,e
30193,2.4275,8.5,1.875e-05,0.0,42.0,42.0,41.0,0.0748031496062992,e
30194,15.05,12.0,0.0,0.0,50.0,29.0,29.0,0.094488188976378,e
30195,0.25,0.4,0.0,0.213225,0.5,99.2,98.0,0.0039370078740157,d
30196,2.175,6.5,0.0001425,0.023,26.2,60.6,59.4,0.0984251968503937,e
30197,0.0,0.0,0.0,0.22,0.0,96.0,68.6,0.0,d
30198,3.25,3.3,2.4975e-05,0.0615,9.9,79.0,75.7,0.275590551181102,e
30199,3.8,4.2,0.0,0.0225,0.4,75.8,68.3,0.0098425196850393,d
30200,1.025,1.7,0.000457225,0.015,3.0,76.0,52.0,0.0118110236220472,d
30201,0.0,0.0,0.0,0.225,0.0,95.0,92.0,0.0,d
30202,0.55,0.0,0.0,0.225,0.0,95.0,90.0,0.0,d
30203,1.425,3.0,1.9725e-05,0.0,11.0,65.0,54.0,0.0275590551181102,e
30204,1.7,4.9,0.0,0.0,24.2,66.0,58.0,0.118110236220472,e
30205,1.1,6.4,0.00011475,0.01625,22.8,63.0,55.0,0.078740157480315,e
30206,0.0,0.1,3e-05,0.02215,0.1,94.0,54.0,0.0393700787401575,d
30207,5.2,7.0,7.649999999999999e-05,0.00375,21.0,18.0,7.0,0.0,c
30208,1.75,5.4,2.205e-05,0.01525,37.0,50.0,0.3,0.47244094488189,d
30209,4.8,5.0,0.0,0.0206,36.5,52.0,0.4,0.433070866141732,c
30210,0.0,5.0,0.0,0.0206,36.7,50.0,0.333,0.525,d
30211,3.8,5.2,0.0,0.0206,35.6,51.7,0.4,0.47244094488189,c
30212,4.4,5.5,0.005015,0.0,31.075,31.2,0.4,0.748031496062992,d
30213,6.325,5.0,0.0,0.0113499999999999,32.0,51.0,1.0,0.826771653543307,d
30214,3.2750000000000004,5.67,0.0,0.02075,34.7,52.0,1.0,0.696,d
30215,6.325,5.0,0.0,0.0113499999999999,32.0,51.0,1.0,0.62992125984252,d
30216,4.4,6.2,0.0,0.0222,34.0,50.5,2.5,0.62992125984252,c
30217,5.0,6.0,5.35e-05,0.0021425,24.0,56.0,2.0,0.4,b
30218,5.7,4.8,0.0,0.0201,34.2,51.8,1.5,0.433070866141732,c
30219,5.0,5.0,0.0,0.0227,36.0,53.0,0.4,0.275590551181102,c
30220,5.0,5.6,0.0,0.0222,34.0,51.3,1.8,0.866141732283465,d
30221,4.6,5.2,0.0,0.0206,35.0,51.1,0.5,0.700787401574803,d
30222,3.0,6.0,3.75e-05,0.0,11.0,70.0,1.0,0.590551181102362,c
30223,3.6,3.6,3.75e-05,0.0091,24.0,64.6,3.7,0.89,d
30224,4.7,5.4,0.0,0.0206,37.0,49.7,0.4,0.47244094488189,c
30225,2.95,5.1,0.0,0.0206,36.0,50.7,0.4,0.47244094488189,d
30226,5.0,6.0,0.0,0.02075,34.5,50.0,1.4,0.78,d
30227,5.0,5.0,0.0,0.02155,35.0,55.0,1.0,0.984251968503937,d
30228,5.0,5.0,0.0,0.02155,35.0,55.0,1.0,0.8,d
30229,5.0,5.0,0.0,0.0207499999999999,35.0,51.0,1.5,0.700787401574803,d
30230,5.0,5.0,0.0,0.0206,34.0,51.0,1.0,0.78,d
30231,0.55,1.7,3.75e-05,0.01185,23.7,68.3,9.5,0.732283464566929,d
30232,0.0,3.2,0.00012,0.003125,1.6,4.8,4.8,0.0511811023622047,b
30233,0.0,12.5,0.00020575,0.0,10.5,0.8,0.8,0.118110236220472,b
30234,0.0,3.2,3.5675e-05,0.0007675,3.6,4.8,4.8,0.0511811023622047,b
30235,0.0,0.7,0.00062675,0.005,82.0,0.7,0.6,0.0984251968503937,e
30236,0.1,0.2,6.25e-05,0.0065,15.0,13.5,6.7,0.0393700787401575,b
30237,0.8,4.0,8.435e-05,0.0028,3.825,9.45,3.0,0.0118110236220472,a
30238,1.2,0.4,6.5e-05,0.006,1.6,15.5,7.1,0.031496062992126,b
30239,0.6,3.9,9.44e-05,0.003125,2.3,4.1,3.6,0.03,a
30240,0.6,0.8,6.325e-05,0.0072999999999999,3.2,14.5,7.6,0.003,b
30241,0.1,0.0,0.000606,0.1268125,0.0,0.5,0.5,0.015748031496063,c
30242,0.0,0.1,0.0,0.005,0.0001,0.0,0.0,0.0196850393700787,b
30243,0.0,0.1,0.000606,0.1343125,0.175,48.5,0.5,0.0196850393700787,d
30244,32.1,20.4,0.00014,0.0453499999999999,11.0,15.6,3.1,0.02,a
30245,11.0,10.0,0.0008275,0.08855,4.1,67.0,53.0,0.0118110236220472,d
30246,3.0,12.0,0.0,0.0,1.2,72.0,2.5,0.0039370078740157,a
30247,0.0,5.5,7.5e-06,0.0,2.0,1.3,0.5,0.295275590551181,b
30248,0.0,22.7,1.34e-05,0.00081,6.025,0.15,0.01,0.295275590551181,c
30249,0.0,7.8,0.00039185,0.000425,13.1,5.8,2.1,2.32283464566929,d
30250,1.4,7.8,0.00039185,0.000425,13.1,5.8,2.1,2.32,d
30251,6.7,7.8,0.0,0.0,6.0,71.525,0.9,0.0078740157480315,a
30252,0.45,0.6,0.00012,0.01425,0.1,11.0,10.0,0.0,c
30253,11.0,5.0,4.3725e-05,0.0,37.0,42.0,38.0,0.0,e
30254,11.0,5.0,4.3725e-05,0.0,37.0,42.0,38.0,0.0,e
30255,11.0,7.0,0.0,0.0,46.0,29.0,24.0,0.01,d
30256,3.875,8.0,2.4975e-05,0.0,39.0,40.0,35.0,0.0039370078740157,e
30257,0.0,6.0,5.54e-05,0.0090275,25.075000000000003,54.8,44.0,0.0039370078740157,e
30258,11.0,4.5,0.0,0.0,33.0,46.0,43.0,0.0,e
30259,9.0,9.0,0.0,0.0178825,42.675,35.0,30.0,0.0039370078740157,d
30260,7.550000000000001,9.0,0.0,0.0008825,44.0,35.0,30.0,0.0039370078740157,e
30261,1.5,7.0,0.000137525,0.005485,33.05,52.5,48.0,0.0846456692913386,e
30262,6.0,8.5,0.00017825,0.01675,29.0,53.0,26.0,0.110236220472441,d
30263,3.0,9.0,0.00010515,0.0,16.0,54.0,33.0,0.12992125984252,e
30264,3.5,7.0,0.00038835,0.03775,25.0,61.0,27.0,0.118110236220472,d
30265,2.5,5.9,0.0001017499999999,0.0,15.0,70.0,37.0,0.04,d
30266,3.0,6.0,2.5e-05,0.0,18.2,67.0,2.7,0.0590551181102362,d
30267,3.0,8.5,0.00046575,0.03775,24.0,61.0,27.0,0.2,e
30268,4.1,7.0,6.825e-05,0.001035,25.0,61.8,34.3,0.196850393700787,e
30269,2.5,8.0,3.6e-05,0.0,13.0,75.0,25.0,0.393700787401575,d
30270,2.0,5.5,9.5e-05,0.001035,24.0,63.0,35.0,0.1,e
30271,3.0,7.5,4.75e-05,0.00025,2.85,80.0,1.2,0.0059055118110236,a
30272,0.0,4.0,7.6675e-05,0.00648,2.4,10.5,10.0,0.03,b
30273,0.0,4.0,7.667500000000001e-05,0.00324,2.3,10.8,10.3,0.03,b
30274,1.73,4.8,8.277499999999999e-05,0.009015,1.8,18.9,18.7,0.0708661417322834,c
30275,0.0,19.0,0.00013355,0.003225,21.0,0.5,0.5,0.511811023622047,d
30276,0.0,19.0,3.5e-05,0.004675,31.775,0.0,0.0,1.45669291338583,e
30277,0.0,4.8,0.000185925,0.000425,7.5,4.0,2.8,0.0433070866141732,c
30278,0.9,11.0,3.125e-05,0.0040675,6.8,40.0,0.9,0.433070866141732,d
30279,2.7,5.2,7.649999999999999e-05,0.00375,20.0,18.9,6.5,0.511811023622047,c
30280,0.0,34.0,8.025e-05,0.0,1.7,0.1,0.1,1.75196850393701,d
30281,1.4,8.9,3.9e-05,0.0,21.0,17.0,0.1,0.47244094488189,d
30282,0.0,21.0,0.0,0.004675,3.8,0.5,0.5,0.669291338582677,c
30283,2.4,9.7,4.695e-05,0.0398,20.1,50.8,16.0,0.590551181102362,d
30284,4.975,10.0,0.0,0.0,44.0,30.0,24.0,0.0118110236220472,e
30285,6.0,11.5,0.00021475,0.00159,2.0,68.0,2.0,0.0039370078740157,a
30286,6.0,11.5,0.00021475,0.00159,2.0,68.0,2.0,0.0039370078740157,a
30287,0.0,28.0,8.325e-05,0.0,47.275,6.8,5.0,0.0039370078740157,d
30288,1.6,1.4,9.232499999999998e-05,0.0127,3.0,10.1,8.1,0.03,a
30289,8.35,9.0,0.0,0.0008825,42.0,34.0,28.0,0.0078740157480315,e
30290,0.0,6.0,6.02e-05,0.00023675,34.5,48.5,47.0,0.078740157480315,e
30291,0.2,1.2,2.025e-05,0.0022,1.2,10.0,4.1,0.04,e
30292,3.0,12.0,0.0,0.0,1.2,72.0,2.5,0.0039370078740157,a
30293,3.5,12.5,0.0,0.0,1.2,71.0,3.0,0.0039370078740157,a
30294,3.0,12.0,0.0,0.0,1.2,72.0,2.5,0.0039370078740157,a
30295,0.55,12.0,0.00021475,0.00109,1.27,72.0,1.2,0.0393700787401575,a
30296,2.0,5.8,8.25e-05,0.004555,21.0,39.0,3.3,0.433070866141732,d
30297,3.7,6.4,0.00025325,0.00375,28.9,58.5,19.6,0.393700787401575,e
30298,2.8,2.7,4.4725e-05,0.001185,0.9,78.0,49.0,0.149606299212598,d
30299,10.0,5.6,4.3375e-05,0.0330499999999999,3.1,35.0,3.6,0.393700787401575,a
30300,10.6,5.9,1.6825e-05,0.0304375,2.7,32.9,3.1,0.6,b
30301,4.8,7.1,4.85e-05,0.0,20.0,65.0,27.0,0.196850393700787,d
30302,4.0,7.2,0.0004501,0.0032249999999999,11.0,7.3,1.9,1.96850393700787,c
30303,0.3,0.6,0.00011,0.028,0.0,9.9,8.6,0.0,c
30304,3.3,8.6,0.0,0.0,3.1,81.6,0.5,0.078740157480315,a
30305,0.9,0.8,0.000147625,0.025315,1.9,6.0,4.1,0.05,d
30306,1.0,0.6,0.00019955,0.0083699999999999,2.7,6.1,4.2,0.0511811023622047,a
30307,7.5,11.0,0.0,0.0,4.0,72.0,4.8,0.523622047244095,b
30308,3.0,7.0,0.00040775,0.04015,1.0,84.0,36.0,0.15,c
30309,4.2,7.7,1.25e-05,0.051,14.6,68.0,35.0,0.0354330708661417,c
30310,1.5,7.5,0.00012875,0.02,29.6,59.5,41.0,0.2,e
30311,21.0,36.0,0.0002424999999999,0.0432749999999999,22.0,7.9,5.1,1.5748031496063,d
30312,4.3,8.5,0.00039075,0.03775,26.0,59.0,21.0,0.2,d
30313,0.85425,0.2,7.16e-05,0.009,0.1,17.3,16.4,0.0,e
30314,7.2,9.5,0.0,0.0,1.9,77.4,0.6,0.118110236220472,a
30315,3.0,6.8,8.825e-06,0.0,6.7,48.0,0.8,0.708661417322835,b
30316,1.2,3.5,4.8425e-05,0.000265,4.2,19.4,16.7,0.0354330708661417,c
30317,1.6,8.0,0.0,0.0,16.0,72.0,40.0,0.19,e
30318,0.025,30.0,0.000102,0.0,23.0,0.0,0.0,1.73228346456693,e
30319,6.1,21.9,2.6775e-05,0.002625,36.1,30.6,24.9,0.0196850393700787,d
30320,0.5,1.2,9.545e-05,0.0137275,2.9,12.2,7.6,0.0393700787401575,b
30321,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,d
